(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Outro Telefone;Ticket Médio;Toddle
75b56622-fb95-ee11-be37-000d3a889d88;p0a5tXWfegJIWHG6zbOkYSgU+kiQV1yIDTQ9OzpMoe4+lLNakior5fDz1Lk0OBxTfJRaj2XVfadohinvzlI8jA==;01/11/2025 08:06;164;Maple Bear Chapecó - Centro I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;37108389000101;Rua Marechal Floriano Peixoto - O;Jardim Itália;89802075;Chapecó;SC;Sul;4933237100;karina.dini@mablebear.com.br;DD ESCOLA DE EDUCACAO INTERNACIONAL LTDA;MAPLE BEAR CHAPECO;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;;2637,50;
97b56622-fb95-ee11-be37-000d3a889d88;PXv4jTeDKWTLxd0jEfGHfN2PftTZ7ePl2BUeql5tbNR3nommUm2tBjgt7AKn+5kEisQjYKtefsasehFQPJbicQ==;01/11/2025 08:06;90;Maple Bear Guarulhos - Centro;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;20879922000128;Rua Vitorina Esperança;Vila Zanardi;07020110;Guarulhos;SP;Sudeste;1145741114;escola@mbguarulhos.com.br;ESCOLA CANADENSE BOSQUE MAIA LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Desenvolvimento;;2337,92;
b4b56622-fb95-ee11-be37-000d3a889d88;L0BgLmLQe8n57VXHSsEKTmtuqFkrCmXR+Kic8+swX09wqqSV7m8FoXpQVJKN38REfxHtJmkgzdegnG/ZGW/kAQ==;01/11/2025 08:06;309;Maple Bear Ipatinga - Cidade Nobre;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;45202925000153;Rua Tomaz Edison;Cidade Jardim;35162414;Ipatinga;MG;Sudeste;3138311515;IPATINGA@MAPLEBEAR.COM.BR;MAPLE BEAR IPATINGA CENTRO DE ENSINO LTDA;MAPLE BEAR IPATINGA;Ativa;Concluído;🔴;SK;Avanço Year 01;Implantação;;;
d5b56622-fb95-ee11-be37-000d3a889d88;QBc02h9kc+nWMt16lG1nzVEltoR5lT6mHDJbuXlulVM0gGJQFQysO2RGwF7m58tiBACJfFnW7LNnFL+XchHP9w==;01/11/2025 08:06;305;Maple Bear Jacareí - Jardim Paraíba I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;15179600000136;Avenida Edouard Six;Jardim Paraíba;12327673;Jacareí;SP;Sudeste;1230215228;CONCEITOCONTABIL2013@HOTMAIL.COM;CENTRO CANADENSE DE DESENVOLVIMENTO BILINGUE E CULTURAL LTDA;MAPLE BEAR CANADIAN SCHOOL JACAREI;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Alerta;;1749,16;
f4b56622-fb95-ee11-be37-000d3a889d88;mSqwoOSEcYaPOVmF9zoIUvROkAfpzjDq9R6VmyVjAUjzHBoNyU4SCXIq7XoccQ1Gr66o4gZRUCnWMQRcG5x/fg==;01/11/2025 08:06;152;Maple Bear Mauá - Bocaina I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;36208092000147;Rua PRINCESA ISABEL;Vila Bocaina;09310010;Mauá;SP;Sudeste;1145476699;atendimento.maua@maplebear.com.br;MB MAUA ENSINO BILINGUE LTDA;SP MAUÁ - VILA BOCAINA I;Ativa;Agendado;🔴;SK;Avanço Year 01;Desenvolvimento;;1552,00;
10b66622-fb95-ee11-be37-000d3a889d88;ll0BL3ttDzEnIWy4FwJiysb8/uwEwX89UUZm+DOV8+0rSug4WcmlruZjJ1nE72R0zrhOICJWzdiF/NCBpSH5TQ==;01/11/2025 08:06;297;Maple Bear Osasco;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;42260242000164;Rua Vitório Tafarello;km 18;06192150;Osasco;SP;Sudeste;1197590100;OSASCO@MAPLEBEAR.COM.BR;ESCOLA CANADENSE DE OSASCO LTDA;MAPLE BEAR OSASCO;Ativa;Concluído;🔴;SK;Não avança;Desenvolvimento;;2390,51;
47b66622-fb95-ee11-be37-000d3a889d88;JaYuRY5A4kn+uNtx6CGIzVt/EIbjnPJHE8gAg2FkSkqaYAnMiSukBtMEZS+flulHFVbJJN+8eGx9jB5OjgNwBg==;01/11/2025 08:06;205;Maple Bear Rio De Janeiro - Tijuca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;31262190000149;Rua Afonso Pena;Tijuca;20270244;Rio de Janeiro;RJ;Sudeste;2122234590;tijuca@maplebear.com.br;ESCOLA CANADENSE DA TIJUCA LTDA;MAPLE BEAR TIJUCA;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;;3006,63;
63b66622-fb95-ee11-be37-000d3a889d88;88Wh0HhartlV73TsMuTy9BCpU8zCmAeVVB+MAegaSVknuMBMkibGdNxNQhK9idoO3xLma2mWH0AaoLj2QqmFwg==;01/11/2025 08:06;25;Maple Bear Rio Verde - Setor Central I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;19928970000180;Rua Antônio Ferreira Dos Santos;Residencial Campos Eliseos;75912470;Rio Verde;GO;Centro-Oeste;6493138911;rioverde@maplebear.com.br;ESCOLA BILINGUE GUERRA LTDA;ESCOLA BILINGUE GUERRA;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Desenvolvimento;;2099,53;
82b66622-fb95-ee11-be37-000d3a889d88;A57MYgj9iNOfKWSC2cTdQ5FIdbgzgByJ8N/2X5MtSt07sino/14CctnQentXWzot3+G0JADy1NXZ2Zfn3j76yQ==;01/11/2025 08:06;660;Maple Bear São Paulo - Belenzinho I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;43555624000188;Rua Doutor Clementino;Belenzinho;03059030;São Paulo;SP;Sudeste;1196182575;PTK_FERNANDES@HOTMAIL.COM;MAPLE BELENZINHO ENSINO BILINGUE LTDA;MAPLE BEAR BELENZINHO;Ativa;Concluído;🔴;SK;Avanço SK em;Alerta;;3028,00;
ccb66622-fb95-ee11-be37-000d3a889d88;QEaOlptpE3mMn2MAGhkEX8EfxBEwKnLaAtyRYlHMc7U/bEjD+nRosoXfygJOehQzCxcrCVJnoLqsa9Xe1dFfEQ==;01/11/2025 08:06;137;Maple Bear São Paulo - Panamby I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;31374883000123;Rua Delegado Moraes Novaes;Vila Andrade;05718310;São Paulo;SP;Sudeste;1137427534;panamby@maplebear.com.br;CANADIAN SCHOOL PANAMBY EDUCACAO INFANTIL LTDA;MAPLE BEAR CANADIAN SCHOOL MORUMBI PANAMBY;Ativa;Concluído;🔴;;Não avança;Desenvolvimento;;2823,83;
f1b66622-fb95-ee11-be37-000d3a889d88;fENZswXxCtrOgVY7zRjHw78EwW4KG/pKAH7hRO2dGSQkGih6ePrkO2VglxUS9voz1RqKGyhStec5Kzwz8+YiZA==;01/11/2025 08:06;132;Maple Bear São Paulo - São Miguel Paulista I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;26924596000100;Rua Guchi Toda;Vila Jacuí;08060160;São Paulo;SP;Sudeste;1123697885;nalva@maplebear.com.br;VICTORIA INTERACAO CULTURAL LTDA;MAPLE BEAR CANADIAN SCHOOL SAO MIGUEL;Ativa;Agendado;🔴;Year 5;Avanço Year 05;Alerta;;1813,76;
20b76622-fb95-ee11-be37-000d3a889d88;W0P/JOnHUQcHsbzr6B8pX3x9qhew71tVsIsDoad6LW/XP2pQfzf916qUuxYRTm3SXmRR0i3J5bgNsAgn9/DUlg==;01/11/2025 08:06;40;Maple Bear Sinop - Recanto Suíço I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;32347922000166;Rua Oslo;Residencial Canto Suiço;78555627;Sinop;MT;Centro-Oeste;6696073820;dani.bavaresco@maplebear.com.br;ESCOLA CANADENSE DE SINOP LTDA;MAPLE BEAR SINOP;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alta Performance;;2455,41;
44b76622-fb95-ee11-be37-000d3a889d88;6JeXy9+UORmPY1xUc6Fr4OGqRIeBFUPU6wiM8tMYmj8rhqxN0+6StPSWAItakiuDholVKmKcc2vIjbX2cSedsg==;01/11/2025 08:06;300;Maple Bear Aracaju - Treze De Julho II;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;41820477000109;Rua José Ramos da Silva;Treze de Julho;49020200;Aracaju;SE;Nordeste;7999653495;aracaju@maplebear.com.br;MAPLE BEAR CANADIAN SCHOOL ARACAJU LTDA;MAPLE BEAR CANADIAN SCHOOL ARACAJU;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;;2103,30;
64b76622-fb95-ee11-be37-000d3a889d88;Eejic6k/h9f+9A4wIEXajhrLaySgwWoFWZ/rd+y1WfIoUZV8J0tzEwKz6SiaFpgw68MHY7OjqBZ+BWoRlxQgCA==;01/11/2025 08:07;73;Maple Bear Balneário Camboriú - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;28184116000147;Rua Arqueduto;Dos Estados;88339090;Balneário Camboriú;SC;Sul;4791318886;camboriu@maplebear.com.br;HATLAS EDUCACAO LTDA;MAPLE BEAR BALNEARIO CAMBORIU CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Alerta;;2031,70;
80b76622-fb95-ee11-be37-000d3a889d88;/ynYcee6a1a60FVG9c3N85ulCzoF2TC1GGcL9EvEB3NOOcn7A3MBgHgHp3f+/DVx0E/FFVzYFt1n4jsiHLgfcA==;06/11/2025 17:15;83;Maple Bear Botucatu - Vila Nogueira I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;31653761000176;Rua Doutor Costa Leite;Vila Nogueira;18606820;Botucatu;SP;Sudeste;1438151120;botucatu@maplebear.com.br;SARAH MOSCARDI BACCHI LTDA;MB BOTUCATU;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Desenvolvimento;;2098,28;
9cb76622-fb95-ee11-be37-000d3a889d88;QnOosr/6iq8EKGP9Vdp/qFsBPYMNWrtLQSb4quDn5e6b/tiNDkKbMcxN4nc0t9uztjbV5Sg3b6iVo5TO8VzQ9w==;01/11/2025 08:07;86;Maple Bear Catanduva - Centro II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;26055747000130;Rua Cuiabá;Centro;15800220;Catanduva;SP;Sudeste;1735247219;catanduva@maplebear.com.br;INSTITUTO DE ENSINO MB CATANDUVA LTDA;MAPLE BEAR CANADIAN SCHOOL CATANDUVA BILINGUE;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Potente;;2014,26;
b9b76622-fb95-ee11-be37-000d3a889d88;uOvkIb26ItzCcjTfMXI2ar7pU1VAMSc7k3DxrE0pCtK+R3apPmXyk6/6NhJbVtgnDsSo2bJmp+UoXxoxYbDXXQ==;01/11/2025 08:08;75;Maple Bear Joinville - Atiradores I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;30601722000162;Rua Visconde De Taunay;Atiradores;89203062;Joinville;SC;Sul;4738043806;joinville@maplebear.com.br;CENTRO CATARINENSE DE EDUCACAO INFANTIL LTDA;MAPLE BEAR CANADIAN SCHOOL;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Desenvolvimento;;1772,00;
f1b76622-fb95-ee11-be37-000d3a889d88;IFstLaRsNHVh82TtMLChjjVU57GQlJc0JM3tRje3EHsFk8Pb4QR/Q5G8ZCtf+CQE7mFXF07PN/QJvfnqGPzM9Q==;01/11/2025 08:08;34;Maple Bear Nova Lima - Alphaville Lagoa Dos Ingleses I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;09211234000233;Avenida Regent;Alphaville - Lagoa Dos Ingleses;34018000;Nova Lima;MG;Sudeste;3132751111;alphaville.mg@maplebear.com.br;NEED-NORTEAR EMPREENDIMENTOS EDUCACIONAIS LTDA;MAPLE BEAR;Ativa;Agendado;🔴;Year 10;Avanço Year 11;Desenvolvimento;;3517,21;
0db86622-fb95-ee11-be37-000d3a889d88;wWhIc8AdixYttRUqbbuISQJm4xXzbLPdxNwNDyF7ocqZhxuQaxQ008Ls1MZy+UsCEcmooAXFDS14pBVWwn4O3w==;01/11/2025 08:08;145;Maple Bear Palmas - Plano Diretor Sul I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;12665227000135;Acsu So 70 (701 Sul) Rua Ns A;Plano Diretor Sul;77017003;Palmas;TO;Norte;6332247654;palmas@maplebear.com.br;CENTRO DE ENSINO INTEGRADO DAS AMERICAS LTDA;MAPLE BEAR PALMAS;Ativa;Concluído;🔴;Year 11;Avanço Year 12;Potente;;2208,11;
48b86622-fb95-ee11-be37-000d3a889d88;oTJMZex7y04rmqudfF9aGSqof8El7CQg2dkG1NI9c3zinWwBt90KGC6GKGZwYGQtLJbwNgJlSB32KMzveTMBqg==;01/11/2025 08:09;648;Maple Bear São Paulo - Penha De França I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;43802657000185;Rua Aquilino Vidal;Penha de França;03633020;São Paulo;SP;Sudeste;1172388080;VIMARCHIORI1985@GMAIL.COM;MAPLE PENHA ENSINO BILINGUE LTDA;MAPLE BEAR PENHA;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;;2150,00;
63b86622-fb95-ee11-be37-000d3a889d88;Ox2c73QHUI/4UOOvRG5qt/58y2uFY45iTPEDlKhKTFO7pohq+qHQV3AVXwoxjyyy+7wpYfS3vjS0jjTiI0I1Ow==;01/11/2025 08:10;69;Maple Bear Porto Velho - Olaria II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;34017143000128;Avenida Calama;Olaria;76801309;Porto Velho;RO;Norte;6932161515;portovelho@maplebear.com.br;HOLANDA E HOLANDA LTDA;MAPLE BEAR KIDS PORTO VELHO;Ativa;Concluído;🔴;;Não avança;Alta Performance;;1824,63;
9bb86622-fb95-ee11-be37-000d3a889d88;rBoWy7yuombO3NvdLR136VlOOJsyk8PH9rBHTdBiWD8a2JTg/xj9SNji/rHdKaTRUI9lQWrhQbD/R3p9PNI7FA==;01/11/2025 08:10;59;Maple Bear Rio De Janeiro - Freguesia II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;23110333000250;Estrada Do Bananal;Freguesia (Jacarepaguá);22750012;Rio De Janeiro;RJ;Sudeste;2135560050;freguesia@maplebear.com.br;ESCOLA CANADENSE DA FREGUESIA LTDA;MAPLE BEAR CANADIAN SCHOLL;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Potente;;2258,75;
b7b86622-fb95-ee11-be37-000d3a889d88;htLorer5eVQYcuqzeCZ3K8aDjgTb1/g7QIW9WjM+hOvtbM2ti0Rn6NoXnWbR87yqpFvBBOxVHwM/+Pq2si84pA==;01/11/2025 08:10;153;Maple Bear Rio De Janeiro - Méier I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;36366378000150;Rua Padre André Moreira;Méier;20780030;Rio De Janeiro;RJ;Sudeste;2126717972;meier@maplebear.com.br;ESCOLA CANADENSE DO MEIER LTDA;MAPLE BEAR MEIER;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;;2291,33;
62015f28-fb95-ee11-be37-000d3a889d88;i1QlW0AT40nWp0Cpy4MHjBgE5w1lGceHcmDnQQEE2ShOASOzEh9bCcccs9/Ex9jN6lCeUUsBNm6RI+G55HHw0w==;01/11/2025 08:11;128;Maple Bear São Paulo - Pompéia I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;23530167000160;Rua Barão do Bananal;Vila Pompéia;05024000;São Paulo;SP;Sudeste;1183356826;pompeia@maplebear.com.br;West Bear Ensino Canadense Ltda Epp;SP SÃO PAULO - POMPEIA I;Ativa;Concluído;🔴;;Não avança;Potente;;3112,06;
7e015f28-fb95-ee11-be37-000d3a889d88;H5Fr2NKc7J970rnJE5nuyorqLCPqZZAus+AVUmr5hkCvjhZFwpUyiTnb7QzHCVLLiXAPDqZiHXkk3lPnfZ33Tg==;01/11/2025 08:11;308;Maple Bear Araxá - Villagio Jardim;Joao Felipe Gutierrez de Freitas;Operando;Franquia;44189734000136;Avenida Antônio Maia Filho;Loteamento Residencial Villági;38184481;Araxá;MG;Sudeste;3488992989;VALDA.SANCHEZ@CULTURAINGLESAARAXA.COM.BR;Canadian School Araxá Ltda.;MAPLE BEAR ARAXA;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;;2011,01;
99015f28-fb95-ee11-be37-000d3a889d88;ck3uc7RxqjSuPUL+T+EyovNpLudDajgMFUEkIei/b+NwT5pTI6u7xNJIM9XTkSssCcJGKGN8gxQnC5kmAJBjEw==;01/11/2025 08:11;745;Maple Bear Blumenau - Velha I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;28184116000228;Rua Itapiranga;Velha;89036230;Blumenau;SC;Sul;4791318886;FINANCEIRO.CAMBORIU@MAPLEBEAR.COM.BR;Hatlas Educação Ltda.;MAPLE BEAR BLUMENAU CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Alerta;;1707,33;
b4015f28-fb95-ee11-be37-000d3a889d88;Fibmh+FhrxIcxsojBl901UpTwfIeb9fLJNQWATOAeU19uZ7zbKD9YsK4uLmys44ac6SPyyFKLOlHh1Jg69vDag==;01/11/2025 08:11;150;Maple Bear Campos Dos Goytacazes - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;35929031000106;Rua Doutor Lacerda Sobrinho;Centro;28010076;Campos Dos Goytacazes;RJ;Sudeste;;adm.campos@maplebear.com.br;ESCOLA CANADENSE CAMPOS LTDA;RJ CAMPOS DOS GOYTACAZES - CENTRO I;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Alerta;;1979,00;
d2015f28-fb95-ee11-be37-000d3a889d88;b6rY5Vdc1uj3EQTZtWUXlTKLKlgnJEczkH5hoZ5pp1uDpRNGJPHZglfKcRY9AYfZTYIUOj80nZoIFKtDYU9b/w==;03/11/2025 18:49;268;Maple Bear Dourados - Jardim Das Palmeiras I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;37489338000169;Avenida Dom Redovino;Ecoville;79824330;Dourados;MS;Centro-Oeste;6798344810;VALTER.DEAI@MAPLEBEAR.COM.BR;AVDOURADOS INSTITUTO DE ENSINO BILINGUE E TREINAMENTOS MB LTDA;MS DOURADOS - JARDIM DAS PALMEIRAS;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;;1901,51;
ef015f28-fb95-ee11-be37-000d3a889d88;2Af9ip5DyMf3/TqAFUez8A7QM/zSH8lsw2Pip5bo+ZPgPWko0T2P4Juxp9bsXA5kla4bamJYA+BHiyay/r1Kgg==;27/08/2025 12:53;833;Maple Bear Goiânia - Marista III;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;11436205000300;Rua 1132;Setor Marista;74180110;Goiânia;GO;Centro-Oeste;6230861444;monicasiqueira@maplebeargoiania.com.br;Escola Canadense De Goiania;GO GOIÂNIA - MARISTA III;Ativa;Agendado;🟢;;Não avança;Alta Performance;;;
0b025f28-fb95-ee11-be37-000d3a889d88;4EOMPw9KHJ1awEt0gPU9yRrlr6IpHcbcc+swr3sgMR88sQ+kDNY/Q21pbgME4J7wL7K7EycWfGRlC2PHvGBdZA==;01/11/2025 08:11;676;Maple Bear Lagoa Santa - Vila Joana D'Arc I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;44050023000186;Alameda Manoel De Paula;Vila Joana D'Arc;33239214;Lagoa Santa;MG;Sudeste;3432415920;ESCBANDEIRANTES@ESCBANDEIRANTES.COM.BR;Centro De Educação Infantil E Fundamental Bilíngue Ltda;MG LAGOA SANTA - VILA JOANA D'ARC;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;;2031,20;
42025f28-fb95-ee11-be37-000d3a889d88;cmhUY2rMbLljBKu6FZXXI4rZRKptwZVYfCRUyGu9bmmaPitAUfUaDkm3m+M4mA18vXi9AyRp3oFB8Hz9oZOiKg==;05/11/2025 12:42;270;Maple Bear Linhares - Três Barras I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;36909399000175;Avenida Etore Pedroni;Três Barras;29907005;Linhares;ES;Sudeste;2799009400;ATENDIMENTO@LINHARES.MAPLEBEAR.COM.BR;ESCOLA CANADENSE DE LINHARES LTDA;ESCOLA CANADENSE MAPLE BEAR LINHARES;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Desenvolvimento;;1395,36;
7a025f28-fb95-ee11-be37-000d3a889d88;jCH4iHcERpqk3ON0AS3nt3o/9xG1i4c7CmsTH4v2G7NdYXCbNzixkmcUe1I6pXMZQlDVKuT9HxCPXmokNC1seA==;01/11/2025 08:11;66;Maple Bear Natal - Tirol I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;10396004000194;Avenida Xavier Da Silveira;Tirol;59015430;Natal;RN;Nordeste;8420109791;natal@maplebear.com.br;ESCOLA CANADENSE DE NATAL LTDA;MAPLE BEAR;Ativa;Concluído;🟢;Year 9;Avanço Year 09;Desenvolvimento;;2357,85;
96025f28-fb95-ee11-be37-000d3a889d88;c8YVtxcKZGKSrmxlo7AJQ4KK8QhaBFW4V0h0VVmwzJoQ5YeqG+/vYCFagKYF2GxesA0CYt0C3A+1AkLsPx/K9g==;01/11/2025 08:12;67;Maple Bear Parnamirim - Nova Parnamirim I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;08645668000289;Rua Aníbal Brandão;Nova Parnamirim;59151800;Parnamirim;RN;Nordeste;8481098800;secretaria.parnamirim@maplebear.com.br;Terra Empreendimentos Educacional Ltda;RN PARNAMIRIM - NOVA PARNAMIRIM I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Desenvolvimento;;2171,22;
b2025f28-fb95-ee11-be37-000d3a889d88;Dll6LUDbaJWJ49e2SmkEWVLaucd8Y6RfEC9B3ubpFjO7HoadmOauh3GNSK6ALup+eiRHyvoy+zdg9DyBDHEnqQ==;01/11/2025 08:12;111;Maple Bear São Caetano Do Sul - Santa Paula I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;34865569000131;Rua Marechal Deodoro;Santa Paula;09541300;São Caetano do Sul;SP;Sudeste;1132667146;ines@maplebear.net;Escola Canadense De Sao Caetano Ltda. Epp;SP SÃO CAETANO DO SUL - SANTA PAULA I;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;;2574,47;
cf025f28-fb95-ee11-be37-000d3a889d88;LRnVglwBTMcj4u5U7Z8awk3TpCpu9NiWZJTBr5tLPE2jpB0M5sBDJBELmFoXrxLSlFraVcUqoYuFEEbJmeCGvw==;01/11/2025 08:12;155;Maple Bear São Leopoldo - Cristo Rei I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;35156508000168;Rua Nóbrega;Cristo Rei;93020410;São Leopoldo;RS;Sul;5131346601;gabriela.bigarella@maplebear.com.br;CENTRO DE EDUCACAO BILINGUE MB SAO LEOPOLDO LTDA;RS SÃO LEOPOLDO - CRISTO REI ;Ativa;Concluído;🔴;SK;Avanço SK em;Potente;;2229,75;
ee025f28-fb95-ee11-be37-000d3a889d88;FHAzpdS0Qv6VlOq6NXekOtatzuigJLsYasrJZ9ooqjWJ+cvawTIRI4diwNdBg4GOnUzUjMiANc4U0DUwaq1xdA==;01/11/2025 08:12;135;Maple Bear São Paulo - Vila Nova Conceição I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;09467014000194;Rua Inajaroba;Vila Nova Conceição;04511040;São Paulo;SP;Sudeste;1135542960;vilanova@maplebear.com.br;EBC - ESCOLA DE EDUCACAO INFANTIL LTDA;SP SÃO PAULO - VILA NOVA CONCEIÇÃO I;Ativa;Agendado;🔴;;;Potente;;3906,20;
0a035f28-fb95-ee11-be37-000d3a889d88;YaL0oNn14Vdlo7i/DlSJaRFI6mnGRfFk6DtKk3UMbVhnYn9eCRQosukgp7yC7OtTDvgH3I740sf97ujOr+jZ6A==;01/11/2025 08:12;78;Maple Bear Araçatuba - Higienópolis I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;31778116000180;Rua Frei Felicíssimo Maria De Prada;Higienópolis;16010650;Araçatuba;SP;Sudeste;1636039449;aracatuba@maplebear.com.br;ESCOLA MAPLE BEAR DE ARACATUBA LTDA;SP ARAÇATUBA - HIGIENOPOLIS I;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Desenvolvimento;;3164,61;
26035f28-fb95-ee11-be37-000d3a889d88;xi12jvjFvvW1AT/mwhBTuh0q9O+iMqHtvlr935qFP1oZi9f1sBCExdOLqg5J3MS705giTTEAvieMdqC1N7fEyA==;01/11/2025 08:12;685;Maple Bear Campinas - Barão Geraldo I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;46697826000152;Avenida Santa Isabel;Barão Geraldo;13084012;Campinas;SP;Sudeste;1938339555;;Tnt Camp Ensino Ltda;SP CAMPINAS - BARÃO GERALDO;Ativa;Concluído;🔴;Em Implantação;Avanço SK em;Potente;;2285,80;
5c035f28-fb95-ee11-be37-000d3a889d88;R22r3dDoLt1JHAAQf/ACeXBIVCbYQC0Ddd4fEzY98RKFfT7hzzOuYvgoDGnKllwBT7bbVsdtuP1Ou9NzUpJfWw==;01/11/2025 08:12;722;Maple Bear Duque De Caxias - Jardim 25 De Agosto I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;50036130000152;Rua Professor José De Souza Herdy;Jardim Vinte E Cinco De Agosto;25075142;Duque De Caxias;RJ;Sudeste;2167401066;EDUCANCAXIAS@GMAIL.COM;Escola Canadense De Duque De Caxias Ltda.;MAPLE BEAR CANADIAN SCHOOL;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Potente;;2007,75;
77035f28-fb95-ee11-be37-000d3a889d88;9FVe6Mg71KoTaaOcO6uX8si5olnY+STfjMiRDUJeei55XonRz3On/n3KnF+SoLOSH5zP8STeJIVuoLH47jSsjA==;01/11/2025 08:12;32;Maple Bear Juiz De Fora - Santa Luzia I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;35371402000187;Rua Petala Misteriosa;Santa Luzia;36030716;Juiz De Fora;MG;Sudeste;3230262786;juizdefora@maplebear.com.br;Mb Educacao Juiz De Fora Ltda;MAPLE BEAR JUIZ DE FORA;Ativa;Concluído;🟢;Year 2;Avanço Year 03;Potente;;2246,46;
93035f28-fb95-ee11-be37-000d3a889d88;hGWsSfe0G3Zq3LXeujBV5/brgVl17PdCeSNWspxXgo5ivtLa0N9g8tAIUao8lQXdQgC/fAWk1GrgBWWbHqmb+Q==;01/11/2025 08:12;710;Maple Bear Macapá - Centro I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;46149798000139;Avenida Duque De Caxias;Central;68900071;Macapá;AP;Norte;9691498857;MACAPA@MAPLEBEAR.COM.BR;LIMA & REZENDE EDUCACAO LTDA;MAPLE BEAR MACAPA;Ativa;Concluído;🔴;SK;Avanço Year 01;Implantação;;;
