(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Status da Escola;Cluster;Carteira SAF;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola
0b025f28-fb95-ee11-be37-000d3a889d88;qV0JiCXaexRoYxtquVBVpgd91m7rp5jHhV/kjHEtHNipzUHl+WTqhFaPm69FksnOkuVRSbiauIlMmOyT1585wg==;01/09/2025 08:08;676;Maple Bear Lagoa Santa - Vila Joana D'Arc I;Operando;Potente;Joao Felipe Gutierrez de Freitas;44050023000186;Alameda Manoel De Paula;Vila Joana D'Arc;33239214;Lagoa Santa;MG;Sudeste;3432415920;ESCBANDEIRANTES@ESCBANDEIRANTES.COM.BR
42025f28-fb95-ee11-be37-000d3a889d88;PErPioT1zut9sud1BtkI+gYCppK5BVRKZ/HY1/sAO6HoxM884X6ZS9rbP3ZSrvMTIDeu9ZyUfd221ZDXisOU0g==;01/09/2025 08:08;270;Maple Bear Linhares - Três Barras I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;36909399000175;Avenida Etore Pedroni;Três Barras;29907005;Linhares;ES;Sudeste;2799009400;ATENDIMENTO@LINHARES.MAPLEBEAR.COM.BR
7a025f28-fb95-ee11-be37-000d3a889d88;JXrWgFbphNmrwWy/4ajlFgfN8w/OYZVoWprUWPVs+HrPfOMheW2OxtVj3Z07HaV3ncYtReFkTGtcG4hbcXZPqw==;01/09/2025 08:08;66;Maple Bear Natal - Tirol I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;10396004000194;Avenida Xavier Da Silveira;Tirol;59015430;Natal;RN;Nordeste;8420109791;natal@maplebear.com.br
96025f28-fb95-ee11-be37-000d3a889d88;33SOH0bIUM/yZu4KM8aH06EZnCUpHmYOd3ckJejMCgiSZCtHEbge7YBj7pnCMnpKmxI42ogm0zFHZzs79Nz2uw==;01/09/2025 08:08;67;Maple Bear Parnamirim - Nova Parnamirim I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;08645668000289;Rua Aníbal Brandão;Nova Parnamirim;59151800;Parnamirim;RN;Nordeste;8481098800;secretaria.parnamirim@maplebear.com.br
b2025f28-fb95-ee11-be37-000d3a889d88;D87+NNnrpsKwPDV/vZdiW/BTUSSR49lLhEi2f3MrYZ5EzD3yxPxcrHgUbYVpaAQQ/3SBbN/ZqcsqvMYE95EChw==;01/09/2025 08:08;111;Maple Bear São Caetano Do Sul - Santa Paula I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;34865569000131;Rua Marechal Deodoro;Santa Paula;09541300;São Caetano do Sul;SP;Sudeste;1132667146;ines@maplebear.net
cf025f28-fb95-ee11-be37-000d3a889d88;zGw4+HyWcohf4Pcz8zJFG1BGmUs1MMllXn0kDtqMAT2VufQ+E5LuA0VUyqC76CoOhznGnzagdhttAgy9U4Y8dg==;01/09/2025 08:08;155;Maple Bear São Leopoldo - Cristo Rei I;Operando;Potente;Joao Felipe Gutierrez de Freitas;35156508000168;Rua Nóbrega;Cristo Rei;93020410;São Leopoldo;RS;Sul;5131346601;gabriela.bigarella@maplebear.com.br
ee025f28-fb95-ee11-be37-000d3a889d88;nfYmo5ndNa6hllSamTt0ughgwTf1l7c893I8OMFGnwhkQW4mZhTKB+dGrBfl8me5z/dNP2dBQaoHpu5xvzCnxw==;01/09/2025 08:08;135;Maple Bear São Paulo - Vila Nova Conceição I;Operando;Potente;Joao Felipe Gutierrez de Freitas;09467014000194;Rua Inajaroba;Vila Nova Conceição;04511040;São Paulo;SP;Sudeste;1135542960;vilanova@maplebear.com.br
0a035f28-fb95-ee11-be37-000d3a889d88;yAagAtvLNHQvF5bIfsIue3LoU6pRfLXqhMSqap776S20sxGgRO5SqBNi4BTlHKoA00GI3w8ytFatZ6mtEfcZQw==;01/09/2025 08:08;78;Maple Bear Araçatuba - Higienópolis I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;31778116000180;Rua Frei Felicíssimo Maria De Prada;Higienópolis;16010650;Araçatuba;SP;Sudeste;1636039449;aracatuba@maplebear.com.br
26035f28-fb95-ee11-be37-000d3a889d88;Lprvp+PqapGuPdwKSEo9bRjTcL38uNTZ1IW9wMmVbQxyDvbZMUuJXpLQIv1Y3S5pBcQ0A/LkhwsnswhkVyTiAQ==;01/09/2025 08:08;685;Maple Bear Campinas - Barão Geraldo I;Operando;Potente;Joao Felipe Gutierrez de Freitas;46697826000152;Avenida Santa Isabel;Barão Geraldo;13084012;Campinas;SP;Sudeste;1938339555;
5c035f28-fb95-ee11-be37-000d3a889d88;cBovxg7K/BJz4k5F0qfMHC7Iqxrrh7ll+toYBT15T5B/hZtf8eRy73QVzqX0m8WFZyMXSbHBi78k7Gl+o/+1Dg==;01/09/2025 08:08;722;Maple Bear Duque De Caxias - Jardim 25 De Agosto I;Operando;Potente;Joao Felipe Gutierrez de Freitas;50036130000152;Rua Professor José De Souza Herdy;Jardim Vinte E Cinco De Agosto;25075142;Duque De Caxias;RJ;Sudeste;2167401066;EDUCANCAXIAS@GMAIL.COM
77035f28-fb95-ee11-be37-000d3a889d88;SKbpbk/wKliMCw2TCztv5qgIowE2Pi0Euoi1AcJBgDK/J2HzYiN/3I0UyE90Pr7aLutI4rxGxKVLiOZUb8zpzA==;01/09/2025 08:08;32;Maple Bear Juiz De Fora - Santa Luzia I;Operando;Potente;Joao Felipe Gutierrez de Freitas;35371402000187;Rua Petala Misteriosa;Santa Luzia;36030716;Juiz De Fora;MG;Sudeste;3230262786;juizdefora@maplebear.com.br
93035f28-fb95-ee11-be37-000d3a889d88;Wo01ZYrzON2VYxWIiZ+2qX9PxHx/bCbm7E02l90MILuy8s4wVYb/gqZ2W/jbL/j063Y96MfPt19hnIZ1Sn86Rw==;01/09/2025 08:08;710;Maple Bear Macapá - Centro I;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;46149798000139;Avenida Duque De Caxias;Central;68900071;Macapá;AP;Norte;9691498857;MACAPA@MAPLEBEAR.COM.BR
ae035f28-fb95-ee11-be37-000d3a889d88;NrpKH5R3PjvKnSYGV97evtUivcOlP3dacbWbU9sJ64pCWlvBYDMLqIGw8H+acD8Z2uFIqx9QwK10etFIZrxbBQ==;01/09/2025 08:08;51;Maple Bear Maringá;Operando;Potente;Joao Felipe Gutierrez de Freitas;30751203000180;Avenida Arquiteto Nildo Ribeiro da Rocha;Vila Marumby;87005160;Maringá;PR;Sul;4491362021;atendimento.maringa@maplebear.com.br
ca035f28-fb95-ee11-be37-000d3a889d88;hQmYpoo1h15Fp2KC3nNb8O3XyZl9+sbCJjQf01KcuYf6/GbJJ8qzVCdLUo8u/ZlnJwfguQMT6BKZjbACWYuz0A==;01/09/2025 08:09;273;Maple Bear Nova Mutum - Parque Dos Ingas I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;41157601000190;Av. Dos Canários;Parque Dos Ingas;78450000;Nova Mutum;MT;Centro-Oeste;6599367684;monique.lepper@maplebear.com.br
e6035f28-fb95-ee11-be37-000d3a889d88;PadITlFFClAqoDmllQyDDQMFWELn2pVOcMwPkGCnhLYp0dC/gYTWcYDPt0MOxbJ40tKIMhUgwZqn/4woVA05Tw==;02/09/2025 16:30;117;Maple Bear São Paulo - Cantareira I;Operando;Potente;Joao Felipe Gutierrez de Freitas;22120780000146;Avenida Nova Cantareira;Tucuruvi;02341001;São Paulo;SP;Sudeste;1133296710;cantareira@maplebear.com.br
02045f28-fb95-ee11-be37-000d3a889d88;SBXWYkRdW0+QbD+OMszSivs1B/hvnj8a0u+5SjM+ad1qEoc7Bk3msLDYGqA9IeUd6YHZ9ZhSdMp3UmqoHfiYfw==;01/09/2025 08:09;343;Maple Bear São Paulo - Chácara Klabin I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;12741654000155;Rua Mesquita;Vila Deodoro;01544010;São Paulo;SP;Sudeste;1132137003;klabin@maplebear.com.br
1e045f28-fb95-ee11-be37-000d3a889d88;Mu2Kw8YqoE5f2aVqyOZ/G6iyKeZXy9cD4I2suIniBFk8lyX4zzWXQCSgylF8qPcNX54qQRC1SiHna390fA3pyw==;01/09/2025 08:09;818;Maple Bear São Paulo - Pacaembu I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;42686243000175;Rua Traipu;Pacaembu;01235000;São Paulo;SP;Sudeste;1144796500;pacaembu@maplebear.com.br
3a045f28-fb95-ee11-be37-000d3a889d88;vdGiE0SxOvHEm9BPW3XEbpqO/rTA+nrpsr+6wmFTj5sIHQLJR76xT+bilpPcS7PptEw7m4pl7mPm9WZ2gxfjhQ==;10/07/2025 19:35;853;Maple Bear São Paulo - Panamby II;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;33254003000100;Rua Itapaiuna;Jardim Morumbi;05707001;São Paulo;SP;Sudeste;1137427534;panamby@maplebear.com.br
56045f28-fb95-ee11-be37-000d3a889d88;E2AjbERky8QyxCcGajdU1/+E1NgiX7EyYtX7QGjRZzp/bIVvXNqs8og6aYeBjHKDbxDK73HVKrQGT1XGbuzRTQ==;01/09/2025 08:09;142;Maple Bear Valinhos - Joapiranga I;Operando;Potente;Joao Felipe Gutierrez de Freitas;23919684000125;Alameda Itahim;Joapiranga;13278510;Valinhos;SP;Sudeste;1938713545;contato@maplebearvalinhos.com.br
a8045f28-fb95-ee11-be37-000d3a889d88;RgUUcyJ+pG4DItSXrYbnJDDnO4vL4mqm3LBKzylg6aHBoyk/yW+QuuIVDy8C6U88gi4CQ5B15vlNAQU1YUyloQ==;01/09/2025 08:09;80;Maple Bear Atibaia - Ressaca I;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;27894761000190;Rua José Rodrigues Da Cunha;Ressaca;12945003;Atibaia;SP;Sudeste;1185558457;rosicler.vieira@maplebear.com.br
c4045f28-fb95-ee11-be37-000d3a889d88;W7iZbEP/2cm8uHqsSbrf1+4n9D8qaUeIrQkXdPaXIxPjrnGL2bSUmCw5PgLObliOvN98vKPC9rILM+a2wLd9sA==;01/09/2025 08:09;267;Maple Bear Caruaru - Universitário I;Operando;Potente;Joao Felipe Gutierrez de Freitas;37968578000146;Rua Adalgisa Nunes da Paz;Universitário;55016635;Caruaru;PE;Nordeste;8134795538;joao.santana@maplebear.com.br
e0045f28-fb95-ee11-be37-000d3a889d88;bLPTfFMMBwrt+73iAsY/suHtl3eOaZ1uCmatqJET28QOyB+M3cGFhwoDgI9aLAAoawkene9jZwVLv5UKOgohlg==;01/09/2025 08:09;713;Maple Bear Cascavel - Centro I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;50436444000142;Rua Rafael Picoli;Country;85813220;Cascavel;PR;Sul;4531971208;CONTABILIDADE@EP3GESTAO.COM.BR
fc045f28-fb95-ee11-be37-000d3a889d88;wZaSKgsHmcy/QG5qGe9jrb6jrLH3Sua5ZePUyfCBeuPVtSVRfJC7jYK/fNifZ/xcWYamJH6Sx4qllRYO+2qJzA==;01/09/2025 08:09;14;Maple Bear Fortaleza - José De Alencar I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;11509217000148;Rua Rafael Tobias - Até 1999/2000;Jose De Alencar;60833196;Fortaleza;CE;Nordeste;8533124058;mbf@maplebearfortaleza.com.br
3a055f28-fb95-ee11-be37-000d3a889d88;tBeCjP/JBEqJaH9b8UejYrDlGrPXQRQ0dPiD2vlIHdL1zsnzrLSvkY7rtweS9RWHx808f4r+XQX5b+yFc9UoJQ==;01/09/2025 08:09;89;Maple Bear Guarujá - Enseada I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;31663914000166;Avenida Dom Pedro I - Até 845/846;Jardim Tejereba;11440000;Guarujá;SP;Sudeste;1333716515;guaruja@maplebear.com.br
56055f28-fb95-ee11-be37-000d3a889d88;3HYyivYH1zhNM10rAAw4d/SmyAilDMZYp/4S5UJJ0SxLn2481OVkXRCrspXzzQek7U4eXog2HcK9Ht/iyV2p1w==;01/09/2025 08:09;98;Maple Bear Mogi Das Cruzes - Vila Oliveira I;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;09289121000170;Rua Marquês de Olinda;Vila Oliveira;08790510;Mogi das Cruzes;SP;Sudeste;1147266498;atendimento@maplebearmogi.com.br
72055f28-fb95-ee11-be37-000d3a889d88;UiqIbGrKTfRhUmrDWoHxmWbmbHiREnsOPLwlv1AshB1nXBLBYHBHmNWZKBBEL/J149tApvTk1nOBZuz9ByW/dA==;01/09/2025 08:09;35;Maple Bear Pouso Alegre - Fátima I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;19189127000129;R Orvieto Butti;Fatima Ii;37553578;Pouso Alegre;MG;Sudeste;3534236336;pousoalegre@maplebear.com.br
8f055f28-fb95-ee11-be37-000d3a889d88;QOikVAMxNthViZiTnylUMb2z0X+0tu/zu1dKud2vgZheKXQumHHN8/jOpNNfVzefi7TjBn8ugcZDbmSeRpd/ug==;01/09/2025 08:09;104;Maple Bear Ribeirão Preto - Bonfim Paulista I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;04218486000190;Via Doutor Luiz Carlos Bianchi;Bonfim Paulista;14110000;Ribeirão Preto;SP;Sudeste;1636202245;robson.andrade@maplebear.com.br
ab055f28-fb95-ee11-be37-000d3a889d88;mL1yl1KjEyP7vQjA+0doayM+w6Sz8BJmf349NVxv7bz6IoLhESpD+wh2AJAzBhqeEMZo7ez8r0IXBCID3V4kww==;01/09/2025 08:10;146;Maple Bear São Paulo - Alto De Pinheiros I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;12460233000156;Avenida Padre Pereira de Andrade;Boaçava;05469000;São Paulo;SP;Sudeste;1130215592;infantil.pinheiros@maplebear.com.br
c8055f28-fb95-ee11-be37-000d3a889d88;E/6aTVt5V4ulDxD2NyyW4UieOlAPxPgegn3i1fGGVHr0eBqO8abaliCeZCm5v+rCb6CII8tQHXrn/KSOqbYt3Q==;08/09/2025 15:55;642;Maple Bear São Paulo - Casa Verde I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;53510509000140;Rua Jaguarete;Casa Verde;02515010;São Paulo;SP;Sudeste;1122711111;CRUZEIRO_SUL@UOL.COM.BR
e4055f28-fb95-ee11-be37-000d3a889d88;tme9NtSajHcZqvK+dtrBcZ/ZvHJDEM6jZdUwJcN8iAJmpMTZ0hz7KdrrSjLWI63H/hfZUqHjbYzW1V0bCld1Wg==;15/08/2025 16:26;739;Maple Bear São Paulo - Pompéia II;Operando;Potente;Joao Felipe Gutierrez de Freitas;33681926000149;Rua Raul Pompéia;Vila Pompéia;05025011;São Paulo;SP;Sudeste;1198335682;pompeia@maplebear.com.br
00065f28-fb95-ee11-be37-000d3a889d88;L9x8O2QArV/LcVIoGJ5xqkZuFWb/C/f4dxPU5skX6tpvO5n0T9F8ta1uuayU9D52PNnm6I7JN6ul+u8Kx6aVOQ==;12/09/2025 18:44;131;Maple Bear São Paulo - Tatuapé II;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;60597044004160;Rua Antônio de Barros;Vila Carrão;03401001;São Paulo;SP;Sudeste;1138732911;ADRIANO.ARRUDA@LIGASOLIDARIA.ORG.BR
1d065f28-fb95-ee11-be37-000d3a889d88;QKrTewj+LNSM6iRav/pNx8pKZG5CEMgcKaTgbuSizm1OBEvVMCtgXHUM1P6JM/i5tZRInN0Sg28SMRcRFxLTwQ==;01/09/2025 08:10;695;Maple Bear São Paulo - Vila Mascote I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;28364985000153;Rua Itagyba Santiago;Vila Alexandria;04635050;São Paulo;SP;Sudeste;1123858581;vilamascote@maplebear.com.br
324e572e-fb95-ee11-be37-000d3a889d88;URFokLRjLd8jcC/3uMuiwFHJTH/yk/hSePowAdjGx3HnCHJWMJE+pvI+nvFO82CU4olliS2oDBNNRrRVVqfYZw==;01/09/2025 08:10;149;Maple Bear Belo Horizonte - Sagrada Família I;Operando;Potente;Joao Felipe Gutierrez de Freitas;36413603000162;Rua São Marcos;Sagrada Família;31035450;Belo Horizonte;MG;Sudeste;;paulo.pacheco@maplebear.com.br
4f4e572e-fb95-ee11-be37-000d3a889d88;1io+JqpJdxB8K6tb8Baiq8cFUjhHI25+d8PrCbvUxGQ5Uqlu+fWxc1DsWmQ+DZp7l40ayVj2/1qZmRUq/5o5rg==;05/09/2025 14:00;163;Maple Bear Bragança Paulista I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;32104752000199;Avenida Lyrss Godinho De Siqueira;Residencial Floresta São Vicente;12919526;Bragança Paulista;SP;Sudeste;1140323350;rosana.braga@maplebear.com.br
6b4e572e-fb95-ee11-be37-000d3a889d88;JSfMjOpZYnV3EKePNidOT6kb4oVVtXuPMejZVQojitUe/5ObQuYY//HXya6hGU92JTCYURqtbSadIKrnADuJ/w==;01/09/2025 08:10;269;Maple Bear Lavras - Cidade Da Serra I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;22070643000144;Avenida Projetada 2;Loteamento Cidade Da Serra;37206837;Lavras;MG;Sudeste;3536942120;alysson.carvalho@gammon.br
874e572e-fb95-ee11-be37-000d3a889d88;AIbdZ88EBbg/jtVKjPkpIDTJ5/J5pw5K+50W6w5KU+OAbhVATh/QO8ErFCnadne6KLGqjMmgj0XAh2l5JIYiVg==;01/09/2025 08:10;691;Maple Bear Lucas Do Rio Verde - Alvorada I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;41157601000270;Rua Umuarama;Menino Deus;78466525;Lucas do Rio Verde;MT;Centro-Oeste;6599367684;MONIQUE.LEPPER@MAPLEBEAR.COM.BR
a24e572e-fb95-ee11-be37-000d3a889d88;zBRBhfYRD7wtm4NLOXp1SqJg42A1VoWK3CWVg7b8H1ySbvU+/wXSh/V0AmVy7zJjW0tjK1bPcHGuDoCAm/YQ3Q==;01/09/2025 08:10;812;Maple Bear Maceió - Jatiúca I;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;50992279000105;Avenida João Davino;Mangabeiras;57037590;Maceió;AL;Nordeste;8291911954;maceio@maplebear.com.br
be4e572e-fb95-ee11-be37-000d3a889d88;C4ir+AftDzIbWLjNk0+fCzTqQlcHGvbPXrcVTt8RX2uFQKNj+qzn1K3lRY4tLTJCA/9Pqi4XeHZ1l8OFDcJaLQ==;15/09/2025 14:48;55;Maple Bear Niterói - São Francisco I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;31028034000118;Rua Major Froes;São Francisco;24365030;Niterói;RJ;Sudeste;2136292536;saofrancisco@maplebear.com.br
da4e572e-fb95-ee11-be37-000d3a889d88;OoSOiXeTjjE4XVIJGw8ro7sKEt8uo4vCmFwWGiTekulrS1zjM5ZZfZGNIWqf3mDjADJHTsT/mTztO5IrshnfeA==;01/09/2025 08:10;296;Maple Bear Nova Iguaçu - Centro I;Operando;Potente;Joao Felipe Gutierrez de Freitas;42312841000184;Rua Luís Tomás;Luz;26256100;Nova Iguaçu;RJ;Sudeste;2124133797;henrique.fraga@maplebear.com.br
f74e572e-fb95-ee11-be37-000d3a889d88;GWJQ4zTYj02yl+t6W4b+rFPNl8dMjngEEDSwnKoEexZ99f84EL5AAYnHNtRl0NgUc+Il/fYHaOSaT9fvUYO7SA==;01/09/2025 08:10;304;Maple Bear Passo Fundo - Vila Luiza I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;43089529000136;Rua João Biazuz;Vila Luiza;99072820;Passo Fundo;RS;Sul;5491716218;CONTATO.PASSOFUNDO@MAPLEBEAR.COM.BR
124f572e-fb95-ee11-be37-000d3a889d88;Us5y5ai0qXv1RbaaZtZc6FqA20oNfhv2ZYpWRzd594wCy3Lac3oQi746DZIRLwSRHwmTWfBsBAunPN+gpnbE2g==;01/09/2025 08:10;68;Maple Bear Porto Velho - Olaria I;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;15896152000191;Avenida Calama;Olaria;76801309;Porto Velho;RO;Norte;6930261516;portovelho@maplebear.com.br
2e4f572e-fb95-ee11-be37-000d3a889d88;Jhch/VaiS2CxKcKasjL+qOLyIOKtW7efCGMgAVDrnAOD0jth4mfK0UBPQutzpWG9hchCe6eR08y0z4iARUUe0Q==;01/09/2025 08:10;162;Maple Bear Rio Claro - Centro I;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;34073962000192;Avenida 14;Centro;13500470;Rio Claro;SP;Sudeste;1935224402;administrativo.rioclaro@maplebear.com.br
4a4f572e-fb95-ee11-be37-000d3a889d88;6PzFjn8VCKN9Df8vDZhOazUokJs0VhHq0KKKV75/G9KOAgkwFKa0Bf3EhMkW0CYzCW17zxgSZ3fcaMaIzMnKlg==;01/09/2025 08:10;13;Maple Bear Salvador - Canela I;Operando;Potente;Joao Felipe Gutierrez de Freitas;31011730000111;Rua Marechal Floriano;Canela;40110010;Salvador;BA;Nordeste;7191923005;maplebearcanela@gmail.com
664f572e-fb95-ee11-be37-000d3a889d88;YHE7rsJ2DLoUbjeRd5EYZ3ntqlh6acsRsnFl/amnklbisSwVRKaWzJE7CxnSTZZ0KOeJECG7ukjktinVFfC1pQ==;01/09/2025 08:11;107;Maple Bear Santa Bárbara D'Oeste - Jardim Mollon I;Operando;Potente;Joao Felipe Gutierrez de Freitas;23556181000132;Rua Do Osmio;Jardim Mollon;13456625;Santa Bárbara D'Oeste;SP;Sudeste;1931990087;sboamericana@maplebear.com.br
834f572e-fb95-ee11-be37-000d3a889d88;C0GpKbZKz1ou91gWcv6OjnahVonpFQOROF8bRw53zzoVVLFYK5WQTu5/vYIrMwKUvb4p+5XIndPI9qtEqmtWwA==;01/09/2025 08:11;115;Maple Bear Santana De Parnaíba - Alphaville I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;07080893000171;Avenida Doutor Dib Sauaia Neto Saturno;Alphaville;06541010;Santana de Parnaíba;SP;Sudeste;1141530033;atendimento@fernaogaivota.com.br
a34f572e-fb95-ee11-be37-000d3a889d88;FVsBrwAivpQZ0tC+0Sj0Qjbrb/D8fMZmVdz6frk6q6xINzTio1RDL9AkU6khcRb2+16O0tlkz9Oke37W4VPnKQ==;01/09/2025 08:11;160;Maple Bear São Luis - Jardim Renascença I;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;10463233000184;Avenida Vales;Jardim Renascença;65075660;São Luis;MA;Nordeste;9821095000;saoluis@maplebear.com.br
c14f572e-fb95-ee11-be37-000d3a889d88;FHHUSMC7gXrJqQsEw+43dCSOEgS1Vz9ltBlNblt3kf3ebsi2YzVN+WCuZjcG3vL34n+FSnRagQKb+ygQ+77Uxw==;01/09/2025 08:11;165;Maple Bear São Paulo - Granja Julieta II;Operando;Potente;Joao Felipe Gutierrez de Freitas;11413825000588;Rua São Benedito;Santo Amaro;04735002;São Paulo;SP;Sudeste;1121480150;granjajulieta@maplebear.com.br
dd4f572e-fb95-ee11-be37-000d3a889d88;sluDD49+fkpE1mozvJS3NkBG7qZj+sy7JIh/oGjTYnktxjziBCaYLVLRCZD+kyHW18QZEkHxwMwYt/Y5FiLRFQ==;01/09/2025 08:11;47;Maple Bear Teresina - Morada Do Sol I;Operando;Potente;Joao Felipe Gutierrez de Freitas;12402770000140;Rua Professora Adalgisa Paiva;Morada Do Sol;64056490;Teresina;PI;Nordeste;8632116776;teresina@maplebear.com.br
f94f572e-fb95-ee11-be37-000d3a889d88;fcFxkPyyFxbXPBAjfl75PKI/N5hJS53Xzmyo5I5xK85cB+CBzXr2Zwnb1uHmM3ULH6XmZjw5D5SvtG5NL5TV1g==;01/09/2025 08:11;156;Maple Bear Três Lagoas - Quinta Da Lagoa I;Operando;Potente;Joao Felipe Gutierrez de Freitas;35248824000160;Rua Antônio Mendes;Parque das Mangueiras;79611211;Três Lagoas;MS;Centro-Oeste;6781210157;treslagoas@maplebear.com.br
1550572e-fb95-ee11-be37-000d3a889d88;J574CeVriWp5Eb2H7A/hlFQJYoLXpXgjhnppwYw66FJfKLbF1748l622eRmOyiaDqrtbM9gXU1bZJ2q944Uq8w==;01/09/2025 08:11;719;Maple Bear Barretos - Campos Do Conde I;Operando;Potente;Joao Felipe Gutierrez de Freitas;48241002000107;Avenida 19;América;14783063;Barretos;SP;Sudeste;1781161334;CLARAGALLETI@HOTMAIL.COM
4b50572e-fb95-ee11-be37-000d3a889d88;Py6fO8w4aBWyYJNbKId0T8Jqh7KoQEGeJHJnIbQZ7Opr228m9FS2w06alGZcw+c7Po/NFBPiy5MsOKGHg4ErBA==;01/09/2025 08:11;645;Maple Bear Caxias Do Sul - Santa Catarina I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;44034235000170;Rua Jacob Luchesi;Santa Catarina;95032000;Caxias Do Sul;RS;Sul;4403423500;ATENDIMENTO@CAXIAS.MAPLEBEAR.COM.BR
6850572e-fb95-ee11-be37-000d3a889d88;fst3thdjA2eZeDATimI6eOQDq60Z9ztHK0l1H6sy2d1s6ozbl0+r6U7UCKvtFs44v3I3N4zrrY/JZbt7yEMdAw==;01/09/2025 08:11;293;Maple Bear Divinópolis - Centro I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;42033677000176;Rua São Paulo;Centro;35500006;Divinópolis;MG;Sudeste;3199223512;divinopolis@maplebear.com.br
8450572e-fb95-ee11-be37-000d3a889d88;5H9Qg29qavT78VC6ML4eY0FV1gm3IPR9N2BHCLz+YvVYH962RHG/GDphDr/nrHEGoo89Dojmls+hfYsEagIh9A==;01/09/2025 08:11;88;Maple Bear Guaratinguetá - Alberto Byington I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;33279418000139;Avenida Doutor Ariberto Pereira Da Cunha;Residencial Alberto Byington;12515241;Guaratinguetá;SP;Sudeste;1292055110;contato.guaratingueta@maplebear.com.br
a050572e-fb95-ee11-be37-000d3a889d88;xV9Hw8+t0Sf0JJuXRq9/qK8h7grFIyH/FK9WVGvOkH7On4ipcCLQGUaGV4xQ2ffaFNebnSR1iZYgo0t7s2j2Vg==;01/09/2025 08:11;53;Maple Bear Macaé - Vale Encantado I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;08831187000187;Rua José Vicente Soriano De Oliveira;Vale Encantado;27933372;Macaé;RJ;Sudeste;2227735067;macae@maplebear.com.br
db50572e-fb95-ee11-be37-000d3a889d88;nn2wOldGJTdkG04YotX6JSLj6uM2Dr2pIOJ+w1bhLm9eHCrfG/Mp7Zx5+5MNhJX0/vdu7TkjUOnl1fvSLEgM9A==;01/09/2025 08:11;728;Maple Bear Passos - Centro I;Operando;Potente;Joao Felipe Gutierrez de Freitas;46276057000119;Rua Antônio Celestino;Centro;37900164;Passos;MG;Sudeste;3599812920;DIRETORACOC@GMAIL.COM
f650572e-fb95-ee11-be37-000d3a889d88;0DJSNC3wmrb9Xj0cKDoc+nJWhXvFoiYfahFEfBE4wCuxMK0mMxTnKsdovANCXoVeqjqQ6Gzx+gOJSt3FcirjMw==;12/09/2025 18:55;657;Maple Bear Porto Alegre - Zona Sul I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;15458345000241;Avenida Diário De Notícias;Cristal;90810080;Porto Alegre;RS;Sul;5132246687;DFISCAL@INTEMPO.NET.BR
