ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Ticket Médio;Toddle;Status da Escola (Repo);Cluster (Repo);Carteira SAF (Repo);CNPJ (Repo);Logradouro Escola (Repo);Bairro Escola (Repo);CEP Escola (Repo);Cidade da Escola (Repo);Estado da Escola (Repo);Região da Escola (Repo);Telefone de Contato da Escola (Repo);E-mail da Escola (Repo)
309.0;Maple Bear Ipatinga - Cidade Nobre;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;452029250001530;Rua Tomaz Edison;Cidade Jardim;35162414.0;Ipatinga;MG;Sudeste;3138311515.0;IPATINGA@MAPLEBEAR.COM.BR;MAPLE BEAR IPATINGA CENTRO DE ENSINO LTDA;MAPLE BEAR IPATINGA;Ativa;Concluído;🔴;SK;Avanço Year 01;Implantação;;;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;45202925000153.0;Rua Tomaz Edison;Cidade Jardim;35162414.0;Ipatinga;MG;Sudeste;3138311515.0;IPATINGA@MAPLEBEAR.COM.BR
305.0;Maple Bear Jacareí - Jardim Paraíba I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;151796000001360;Avenida Edouard Six;Jardim Paraíba;12327673.0;Jacareí;SP;Sudeste;1230215228.0;CONCEITOCONTABIL2013@HOTMAIL.COM;CENTRO CANADENSE DE DESENVOLVIMENTO BILINGUE E CULTURAL LTDA;MAPLE BEAR CANADIAN SCHOOL JACAREI;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Alerta;1749,16;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;15179600000136.0;Avenida Edouard Six;Jardim Paraíba;12327673.0;Jacareí;SP;Sudeste;1230215228.0;CONCEITOCONTABIL2013@HOTMAIL.COM
152.0;Maple Bear Mauá - Bocaina I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;362080920001470;Rua PRINCESA ISABEL;Vila Bocaina;9310010.0;Mauá;SP;Sudeste;1145476699.0;atendimento.maua@maplebear.com.br;MB MAUA ENSINO BILINGUE LTDA;SP MAUÁ - VILA BOCAINA I;Ativa;Agendado;🔴;SK;Avanço Year 01;Desenvolvimento;1552,00;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;36208092000147.0;Rua PRINCESA ISABEL;Vila Bocaina;9310010.0;Mauá;SP;Sudeste;1145476699.0;atendimento.maua@maplebear.com.br
297.0;Maple Bear Osasco;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;422602420001640;Rua Vitório Tafarello;km 18;6192150.0;Osasco;SP;Sudeste;1197590100.0;OSASCO@MAPLEBEAR.COM.BR;ESCOLA CANADENSE DE OSASCO LTDA;MAPLE BEAR OSASCO;Ativa;Concluído;🔴;SK;Não avança;Desenvolvimento;2390,51;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;42260242000164.0;Rua Vitório Tafarello;km 18;6192150.0;Osasco;SP;Sudeste;1197590100.0;OSASCO@MAPLEBEAR.COM.BR
205.0;Maple Bear Rio De Janeiro - Tijuca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;312621900001490;Rua Afonso Pena;Tijuca;20270244.0;Rio de Janeiro;RJ;Sudeste;2122234590.0;tijuca@maplebear.com.br;ESCOLA CANADENSE DA TIJUCA LTDA;MAPLE BEAR TIJUCA;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;3006,63;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31262190000149.0;Rua Afonso Pena;Tijuca;20270244.0;Rio de Janeiro;RJ;Sudeste;2122234590.0;tijuca@maplebear.com.br
25.0;Maple Bear Rio Verde - Setor Central I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;199289700001800;Rua Antônio Ferreira Dos Santos;Residencial Campos Eliseos;75912470.0;Rio Verde;GO;Centro-Oeste;6493138911.0;rioverde@maplebear.com.br;ESCOLA BILINGUE GUERRA LTDA;ESCOLA BILINGUE GUERRA;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Desenvolvimento;2099,53;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;19928970000180.0;Rua Antônio Ferreira Dos Santos;Residencial Campos Eliseos;75912470.0;Rio Verde;GO;Centro-Oeste;6493138911.0;rioverde@maplebear.com.br
660.0;Maple Bear São Paulo - Belenzinho I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;435556240001880;Rua Doutor Clementino;Belenzinho;3059030.0;São Paulo;SP;Sudeste;1196182575.0;PTK_FERNANDES@HOTMAIL.COM;MAPLE BELENZINHO ENSINO BILINGUE LTDA;MAPLE BEAR BELENZINHO;Ativa;Concluído;🔴;SK;Avanço SK em;Alerta;3028,00;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;43555624000188.0;Rua Doutor Clementino;Belenzinho;3059030.0;São Paulo;SP;Sudeste;1196182575.0;PTK_FERNANDES@HOTMAIL.COM
137.0;Maple Bear São Paulo - Panamby I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;313748830001230;Rua Delegado Moraes Novaes;Vila Andrade;5718310.0;São Paulo;SP;Sudeste;1137427534.0;panamby@maplebear.com.br;CANADIAN SCHOOL PANAMBY EDUCACAO INFANTIL LTDA;MAPLE BEAR CANADIAN SCHOOL MORUMBI PANAMBY;Ativa;Concluído;🔴;;Não avança;Desenvolvimento;2823,83;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;31374883000123.0;Rua Delegado Moraes Novaes;Vila Andrade;5718310.0;São Paulo;SP;Sudeste;1137427534.0;panamby@maplebear.com.br
132.0;Maple Bear São Paulo - São Miguel Paulista I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;269245960001000;Rua Guchi Toda;Vila Jacuí;8060160.0;São Paulo;SP;Sudeste;1123697885.0;nalva@maplebear.com.br;VICTORIA INTERACAO CULTURAL LTDA;MAPLE BEAR CANADIAN SCHOOL SAO MIGUEL;Ativa;Agendado;🔴;Year 5;Avanço Year 05;Alerta;1813,76;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;26924596000100.0;Rua Guchi Toda;Vila Jacuí;8060160.0;São Paulo;SP;Sudeste;1123697885.0;nalva@maplebear.com.br
40.0;Maple Bear Sinop - Recanto Suíço I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;323479220001660;Rua Oslo;Residencial Canto Suiço;78555627.0;Sinop;MT;Centro-Oeste;6696073820.0;dani.bavaresco@maplebear.com.br;ESCOLA CANADENSE DE SINOP LTDA;MAPLE BEAR SINOP;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alta Performance;2455,41;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;32347922000166.0;Rua Oslo;Residencial Canto Suiço;78555627.0;Sinop;MT;Centro-Oeste;6696073820.0;dani.bavaresco@maplebear.com.br
300.0;Maple Bear Aracaju - Treze De Julho II;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;418204770001090;Rua José Ramos da Silva;Treze de Julho;49020200.0;Aracaju;SE;Nordeste;7999653495.0;aracaju@maplebear.com.br;MAPLE BEAR CANADIAN SCHOOL ARACAJU LTDA;MAPLE BEAR CANADIAN SCHOOL ARACAJU;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;2103,30;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;41820477000109.0;Rua José Ramos da Silva;Treze de Julho;49020200.0;Aracaju;SE;Nordeste;7999653495.0;aracaju@maplebear.com.br
73.0;Maple Bear Balneário Camboriú - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;281841160001470;Rua Arqueduto;Dos Estados;88339090.0;Balneário Camboriú;SC;Sul;4791318886.0;camboriu@maplebear.com.br;HATLAS EDUCACAO LTDA;MAPLE BEAR BALNEARIO CAMBORIU CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Alerta;2031,70;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;28184116000147.0;Rua Arqueduto;Dos Estados;88339090.0;Balneário Camboriú;SC;Sul;4791318886.0;camboriu@maplebear.com.br
83.0;Maple Bear Botucatu - Vila Nogueira I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;316537610001760;Rua Doutor Costa Leite;Vila Nogueira;18606820.0;Botucatu;SP;Sudeste;1438151120.0;botucatu@maplebear.com.br;SARAH MOSCARDI BACCHI LTDA;MB BOTUCATU;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Desenvolvimento;2098,28;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;31653761000176.0;Rua Doutor Costa Leite;Vila Nogueira;18606820.0;Botucatu;SP;Sudeste;1438151120.0;botucatu@maplebear.com.br
86.0;Maple Bear Catanduva - Centro II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;260557470001300;Rua Cuiabá;Centro;15800220.0;Catanduva;SP;Sudeste;1735247219.0;catanduva@maplebear.com.br;INSTITUTO DE ENSINO MB CATANDUVA LTDA;MAPLE BEAR CANADIAN SCHOOL CATANDUVA BILINGUE;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Potente;2014,26;;Operando;Potente;Joao Felipe Gutierrez de Freitas;26055747000130.0;Rua Cuiabá;Centro;15800220.0;Catanduva;SP;Sudeste;1735247219.0;catanduva@maplebear.com.br
75.0;Maple Bear Joinville - Atiradores I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;306017220001620;Rua Visconde De Taunay;Atiradores;89203062.0;Joinville;SC;Sul;4738043806.0;joinville@maplebear.com.br;CENTRO CATARINENSE DE EDUCACAO INFANTIL LTDA;MAPLE BEAR CANADIAN SCHOOL;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Desenvolvimento;1772,00;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;30601722000162.0;Rua Visconde De Taunay;Atiradores;89203062.0;Joinville;SC;Sul;4738043806.0;joinville@maplebear.com.br
34.0;Maple Bear Nova Lima - Alphaville Lagoa Dos Ingleses I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;92112340002330;Avenida Regent;Alphaville - Lagoa Dos Ingleses;34018000.0;Nova Lima;MG;Sudeste;3132751111.0;alphaville.mg@maplebear.com.br;NEED-NORTEAR EMPREENDIMENTOS EDUCACIONAIS LTDA;MAPLE BEAR;Ativa;Agendado;🔴;Year 10;Avanço Year 11;Desenvolvimento;3517,21;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;9211234000233.0;Avenida Regent;Alphaville - Lagoa Dos Ingleses;34018000.0;Nova Lima;MG;Sudeste;3132751111.0;alphaville.mg@maplebear.com.br
145.0;Maple Bear Palmas - Plano Diretor Sul I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;126652270001350;Acsu So 70 (701 Sul) Rua Ns A;Plano Diretor Sul;77017003.0;Palmas;TO;Norte;6332247654.0;palmas@maplebear.com.br;CENTRO DE ENSINO INTEGRADO DAS AMERICAS LTDA;MAPLE BEAR PALMAS;Ativa;Concluído;🔴;Year 11;Avanço Year 12;Potente;2208,11;;Operando;Potente;Joao Felipe Gutierrez de Freitas;12665227000135.0;Acsu So 70 (701 Sul) Rua Ns A;Plano Diretor Sul;77017003.0;Palmas;TO;Norte;6332247654.0;palmas@maplebear.com.br
648.0;Maple Bear São Paulo - Penha De França I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;438026570001850;Rua Aquilino Vidal;Penha de França;3633020.0;São Paulo;SP;Sudeste;1172388080.0;VIMARCHIORI1985@GMAIL.COM;MAPLE PENHA ENSINO BILINGUE LTDA;MAPLE BEAR PENHA;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;2150,00;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;43802657000185.0;Rua Aquilino Vidal;Penha de França;3633020.0;São Paulo;SP;Sudeste;1172388080.0;VIMARCHIORI1985@GMAIL.COM
69.0;Maple Bear Porto Velho - Olaria II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;340171430001280;Avenida Calama;Olaria;76801309.0;Porto Velho;RO;Norte;6932161515.0;portovelho@maplebear.com.br;HOLANDA E HOLANDA LTDA;MAPLE BEAR KIDS PORTO VELHO;Ativa;Concluído;🔴;;Não avança;Alta Performance;1824,63;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;34017143000128.0;Avenida Calama;Olaria;76801309.0;Porto Velho;RO;Norte;6932161515.0;portovelho@maplebear.com.br
59.0;Maple Bear Rio De Janeiro - Freguesia II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;231103330002500;Estrada Do Bananal;Freguesia (Jacarepaguá);22750012.0;Rio De Janeiro;RJ;Sudeste;2135560050.0;freguesia@maplebear.com.br;ESCOLA CANADENSE DA FREGUESIA LTDA;MAPLE BEAR CANADIAN SCHOLL;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Potente;2258,75;;Operando;Potente;Joao Felipe Gutierrez de Freitas;23110333000250.0;Estrada Do Bananal;Freguesia (Jacarepaguá);22750012.0;Rio De Janeiro;RJ;Sudeste;2135560050.0;freguesia@maplebear.com.br
153.0;Maple Bear Rio De Janeiro - Méier I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;363663780001500;Rua Padre André Moreira;Méier;20780030.0;Rio De Janeiro;RJ;Sudeste;2126717972.0;meier@maplebear.com.br;ESCOLA CANADENSE DO MEIER LTDA;MAPLE BEAR MEIER;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;2291,33;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;36366378000150.0;Rua Padre André Moreira;Méier;20780030.0;Rio De Janeiro;RJ;Sudeste;2126717972.0;meier@maplebear.com.br
128.0;Maple Bear São Paulo - Pompéia I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;235301670001600;Rua Barão do Bananal;Vila Pompéia;5024000.0;São Paulo;SP;Sudeste;1183356826.0;pompeia@maplebear.com.br;West Bear Ensino Canadense Ltda Epp;SP SÃO PAULO - POMPEIA I;Ativa;Concluído;🔴;;Não avança;Potente;3112,06;;Operando;Potente;Joao Felipe Gutierrez de Freitas;23530167000160.0;Rua Barão do Bananal;Vila Pompéia;5024000.0;São Paulo;SP;Sudeste;1183356826.0;pompeia@maplebear.com.br
308.0;Maple Bear Araxá - Villagio Jardim;Joao Felipe Gutierrez de Freitas;Operando;Franquia;441897340001360;Avenida Antônio Maia Filho;Loteamento Residencial Villági;38184481.0;Araxá;MG;Sudeste;3488992989.0;VALDA.SANCHEZ@CULTURAINGLESAARAXA.COM.BR;Canadian School Araxá Ltda.;MAPLE BEAR ARAXA;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;2011,01;;Operando;Potente;Joao Felipe Gutierrez de Freitas;44189734000136.0;Avenida Antônio Maia Filho;Loteamento Residencial Villági;38184481.0;Araxá;MG;Sudeste;3488992989.0;VALDA.SANCHEZ@CULTURAINGLESAARAXA.COM.BR
745.0;Maple Bear Blumenau - Velha I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;281841160002280;Rua Itapiranga;Velha;89036230.0;Blumenau;SC;Sul;4791318886.0;FINANCEIRO.CAMBORIU@MAPLEBEAR.COM.BR;Hatlas Educação Ltda.;MAPLE BEAR BLUMENAU CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Alerta;1707,33;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;28184116000228.0;Rua Itapiranga;Velha;89036230.0;Blumenau;SC;Sul;4791318886.0;FINANCEIRO.CAMBORIU@MAPLEBEAR.COM.BR
150.0;Maple Bear Campos Dos Goytacazes - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;359290310001060;Rua Doutor Lacerda Sobrinho;Centro;28010076.0;Campos Dos Goytacazes;RJ;Sudeste;;adm.campos@maplebear.com.br;ESCOLA CANADENSE CAMPOS LTDA;RJ CAMPOS DOS GOYTACAZES - CENTRO I;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Alerta;1979,00;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;35929031000106.0;Rua Doutor Lacerda Sobrinho;Centro;28010076.0;Campos Dos Goytacazes;RJ;Sudeste;;adm.campos@maplebear.com.br
268.0;Maple Bear Dourados - Jardim Das Palmeiras I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;374893380001690;Avenida Dom Redovino;Ecoville;79824330.0;Dourados;MS;Centro-Oeste;6798344810.0;VALTER.DEAI@MAPLEBEAR.COM.BR;AVDOURADOS INSTITUTO DE ENSINO BILINGUE E TREINAMENTOS MB LTDA;MS DOURADOS - JARDIM DAS PALMEIRAS;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;1901,51;;Operando;Potente;Joao Felipe Gutierrez de Freitas;37489338000169.0;Avenida Dom Redovino;Ecoville;79824330.0;Dourados;MS;Centro-Oeste;6798344810.0;VALTER.DEAI@MAPLEBEAR.COM.BR
833.0;Maple Bear Goiânia - Marista III;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;114362050003000;Rua 1132;Setor Marista;74180110.0;Goiânia;GO;Centro-Oeste;6230861444.0;monicasiqueira@maplebeargoiania.com.br;Escola Canadense De Goiania;GO GOIÂNIA - MARISTA III;Ativa;Agendado;🟢;;Não avança;Alta Performance;;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;11436205000300.0;Rua 1132;Setor Marista;74180110.0;Goiânia;GO;Centro-Oeste;6230861444.0;monicasiqueira@maplebeargoiania.com.br
676.0;Maple Bear Lagoa Santa - Vila Joana D'Arc I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;440500230001860;Alameda Manoel De Paula;Vila Joana D'Arc;33239214.0;Lagoa Santa;MG;Sudeste;3432415920.0;ESCBANDEIRANTES@ESCBANDEIRANTES.COM.BR;Centro De Educação Infantil E Fundamental Bilíngue Ltda;MG LAGOA SANTA - VILA JOANA D'ARC;Ativa;Concluído;🔴;SK;Avanço Year 01;Potente;2031,20;;Operando;Potente;Joao Felipe Gutierrez de Freitas;44050023000186.0;Alameda Manoel De Paula;Vila Joana D'Arc;33239214.0;Lagoa Santa;MG;Sudeste;3432415920.0;ESCBANDEIRANTES@ESCBANDEIRANTES.COM.BR
270.0;Maple Bear Linhares - Três Barras I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;369093990001750;Avenida Etore Pedroni;Três Barras;29907005.0;Linhares;ES;Sudeste;2799009400.0;ATENDIMENTO@LINHARES.MAPLEBEAR.COM.BR;ESCOLA CANADENSE DE LINHARES LTDA;ESCOLA CANADENSE MAPLE BEAR LINHARES;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Desenvolvimento;1395,36;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;36909399000175.0;Avenida Etore Pedroni;Três Barras;29907005.0;Linhares;ES;Sudeste;2799009400.0;ATENDIMENTO@LINHARES.MAPLEBEAR.COM.BR
66.0;Maple Bear Natal - Tirol I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;103960040001940;Avenida Xavier Da Silveira;Tirol;59015430.0;Natal;RN;Nordeste;8420109791.0;natal@maplebear.com.br;ESCOLA CANADENSE DE NATAL LTDA;MAPLE BEAR;Ativa;Concluído;🟢;Year 9;Avanço Year 09;Desenvolvimento;2357,85;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;10396004000194.0;Avenida Xavier Da Silveira;Tirol;59015430.0;Natal;RN;Nordeste;8420109791.0;natal@maplebear.com.br
67.0;Maple Bear Parnamirim - Nova Parnamirim I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;86456680002890;Rua Aníbal Brandão;Nova Parnamirim;59151800.0;Parnamirim;RN;Nordeste;8481098800.0;secretaria.parnamirim@maplebear.com.br;Terra Empreendimentos Educacional Ltda;RN PARNAMIRIM - NOVA PARNAMIRIM I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Desenvolvimento;2171,22;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;8645668000289.0;Rua Aníbal Brandão;Nova Parnamirim;59151800.0;Parnamirim;RN;Nordeste;8481098800.0;secretaria.parnamirim@maplebear.com.br
111.0;Maple Bear São Caetano Do Sul - Santa Paula I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;348655690001310;Rua Marechal Deodoro;Santa Paula;9541300.0;São Caetano do Sul;SP;Sudeste;1132667146.0;ines@maplebear.net;Escola Canadense De Sao Caetano Ltda. Epp;SP SÃO CAETANO DO SUL - SANTA PAULA I;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;2574,47;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;34865569000131.0;Rua Marechal Deodoro;Santa Paula;9541300.0;São Caetano do Sul;SP;Sudeste;1132667146.0;ines@maplebear.net
155.0;Maple Bear São Leopoldo - Cristo Rei I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;351565080001680;Rua Nóbrega;Cristo Rei;93020410.0;São Leopoldo;RS;Sul;5131346601.0;gabriela.bigarella@maplebear.com.br;CENTRO DE EDUCACAO BILINGUE MB SAO LEOPOLDO LTDA;RS SÃO LEOPOLDO - CRISTO REI ;Ativa;Concluído;🔴;SK;Avanço SK em;Potente;2229,75;;Operando;Potente;Joao Felipe Gutierrez de Freitas;35156508000168.0;Rua Nóbrega;Cristo Rei;93020410.0;São Leopoldo;RS;Sul;5131346601.0;gabriela.bigarella@maplebear.com.br
135.0;Maple Bear São Paulo - Vila Nova Conceição I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;94670140001940;Rua Inajaroba;Vila Nova Conceição;4511040.0;São Paulo;SP;Sudeste;1135542960.0;vilanova@maplebear.com.br;EBC - ESCOLA DE EDUCACAO INFANTIL LTDA;SP SÃO PAULO - VILA NOVA CONCEIÇÃO I;Ativa;Agendado;🔴;;;Potente;3906,20;;Operando;Potente;Joao Felipe Gutierrez de Freitas;9467014000194.0;Rua Inajaroba;Vila Nova Conceição;4511040.0;São Paulo;SP;Sudeste;1135542960.0;vilanova@maplebear.com.br
78.0;Maple Bear Araçatuba - Higienópolis I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;317781160001800;Rua Frei Felicíssimo Maria De Prada;Higienópolis;16010650.0;Araçatuba;SP;Sudeste;1636039449.0;aracatuba@maplebear.com.br;ESCOLA MAPLE BEAR DE ARACATUBA LTDA;SP ARAÇATUBA - HIGIENOPOLIS I;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Desenvolvimento;3164,61;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;31778116000180.0;Rua Frei Felicíssimo Maria De Prada;Higienópolis;16010650.0;Araçatuba;SP;Sudeste;1636039449.0;aracatuba@maplebear.com.br
685.0;Maple Bear Campinas - Barão Geraldo I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;466978260001520;Avenida Santa Isabel;Barão Geraldo;13084012.0;Campinas;SP;Sudeste;1938339555.0;;Tnt Camp Ensino Ltda;SP CAMPINAS - BARÃO GERALDO;Ativa;Concluído;🔴;Em Implantação;Avanço SK em;Potente;2285,80;;Operando;Potente;Joao Felipe Gutierrez de Freitas;46697826000152.0;Avenida Santa Isabel;Barão Geraldo;13084012.0;Campinas;SP;Sudeste;1938339555.0;
722.0;Maple Bear Duque De Caxias - Jardim 25 De Agosto I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;500361300001520;Rua Professor José De Souza Herdy;Jardim Vinte E Cinco De Agosto;25075142.0;Duque De Caxias;RJ;Sudeste;2167401066.0;EDUCANCAXIAS@GMAIL.COM;Escola Canadense De Duque De Caxias Ltda.;MAPLE BEAR CANADIAN SCHOOL;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Potente;2007,75;;Operando;Potente;Joao Felipe Gutierrez de Freitas;50036130000152.0;Rua Professor José De Souza Herdy;Jardim Vinte E Cinco De Agosto;25075142.0;Duque De Caxias;RJ;Sudeste;2167401066.0;EDUCANCAXIAS@GMAIL.COM
32.0;Maple Bear Juiz De Fora - Santa Luzia I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;353714020001870;Rua Petala Misteriosa;Santa Luzia;36030716.0;Juiz De Fora;MG;Sudeste;3230262786.0;juizdefora@maplebear.com.br;Mb Educacao Juiz De Fora Ltda;MAPLE BEAR JUIZ DE FORA;Ativa;Concluído;🟢;Year 2;Avanço Year 03;Potente;2246,46;;Operando;Potente;Joao Felipe Gutierrez de Freitas;35371402000187.0;Rua Petala Misteriosa;Santa Luzia;36030716.0;Juiz De Fora;MG;Sudeste;3230262786.0;juizdefora@maplebear.com.br
710.0;Maple Bear Macapá - Centro I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;461497980001390;Avenida Duque De Caxias;Central;68900071.0;Macapá;AP;Norte;9691498857.0;MACAPA@MAPLEBEAR.COM.BR;LIMA & REZENDE EDUCACAO LTDA;MAPLE BEAR MACAPA;Ativa;Concluído;🔴;SK;Avanço Year 01;Implantação;;;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;46149798000139.0;Avenida Duque De Caxias;Central;68900071.0;Macapá;AP;Norte;9691498857.0;MACAPA@MAPLEBEAR.COM.BR
51.0;Maple Bear Maringá;Joao Felipe Gutierrez de Freitas;Operando;Franquia;307512030001800;Avenida Arquiteto Nildo Ribeiro da Rocha;Vila Marumby;87005160.0;Maringá;PR;Sul;4491362021.0;atendimento.maringa@maplebear.com.br;Gm Internacional Education LTDA;MAPLE BEAR MARINGA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;2657,14;;Operando;Potente;Joao Felipe Gutierrez de Freitas;30751203000180.0;Avenida Arquiteto Nildo Ribeiro da Rocha;Vila Marumby;87005160.0;Maringá;PR;Sul;4491362021.0;atendimento.maringa@maplebear.com.br
273.0;Maple Bear Nova Mutum - Parque Dos Ingas I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;411576010001900;Av. Dos Canários;Parque Dos Ingas;78450000.0;Nova Mutum;MT;Centro-Oeste;6599367684.0;monique.lepper@maplebear.com.br;ESCOLA CANADENSE DE NOVA MUTUM LTDA;MAPLE BEAR NOVA MUTUM;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alerta;2191,73;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;41157601000190.0;Av. Dos Canários;Parque Dos Ingas;78450000.0;Nova Mutum;MT;Centro-Oeste;6599367684.0;monique.lepper@maplebear.com.br
117.0;Maple Bear São Paulo - Cantareira I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;221207800001460;Avenida Nova Cantareira;Tucuruvi;2341001.0;São Paulo;SP;Sudeste;1133296710.0;cantareira@maplebear.com.br;CANADIAN SCHOOL CANTAREIRA ENSINO BILINGUE LTDA;MAPLE BEAR CANTAREIRA;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;2815,38;;Operando;Potente;Joao Felipe Gutierrez de Freitas;22120780000146.0;Avenida Nova Cantareira;Tucuruvi;2341001.0;São Paulo;SP;Sudeste;1133296710.0;cantareira@maplebear.com.br
