"Modelo","ID do modelo","Tipo de documento","Titular","Usadas","Publicado","Compartilhados"
"Calendário 2024 MB","EAGryW8bC1w","Calendário","Maple Bear | Comunicação",2,0,0
"Fatores Maple Bear - Cartões 15 x 10,5cm","EAGryW-x4dg",,"Maple Bear | Comunicação",2,2,0
"Apresentação André Quintela - Encontro Março 2024 (2).pptx","EAGryVIwZkw","Apresentação","Maple Bear | Comunicação",2,0,0
"15’’ - Legendado Final Editável","EAGryV1uBtI","Vídeo","Maple Bear | Comunicação",2,1,0
"Aconteceu Na Maple","EAGryUyH5s0","1080 x 1350 px","Maple Bear | Comunicação",2,0,0
"Sanfoneiro","EAGryUjVEo0",,"Maple Bear | Comunicação",2,2,0
"Moldura Feed","EAGryUMhwcU","1080 x 1350 px","Maple Bear | Comunicação",2,3,0
"FEED - Volta às aulas","EAGryUBM9_s","1080 x 1350 px","Maple Bear | Comunicação",2,15,0
"A3_Year_Book_2024","EAGryTiSzv4","Cartaz A3 frente e verso (horizontal)","Maple Bear | Comunicação",2,0,0
"Cópia de Cópia de Papel Timbrado - A4","EAGryTgmwuc","Documento (A4)","Maple Bear | Comunicação",2,3,0
"Pesquisa FDMP - INSIGHTS_.pdf","EAGryTPDiPI","Capa do app do Hotmart Club","Maple Bear | Comunicação",2,3,0
"10 - OUTUBRO FEED","EAGrySwC27Q","1080 x 1350 px","Maple Bear | Comunicação",2,0,0
"[Maple Bear Natal] Peace.pdf","EAGrySw1cGI",,"Maple Bear | Comunicação",2,4,0
"Natal","EAGrySkWi-8",,"Maple Bear | Comunicação",2,1,0
"Outdoor - 9x3m","EAGrySZGDkM",,"Maple Bear | Comunicação",2,0,0
"Feed - Estáticas","EAGrySKfO0k","1080 x 1350 px","Maple Bear | Comunicação",2,0,0
"6- JUNHO","EAGryS4vQpM","1080 x 1350 px","Maple Bear | Comunicação",2,3,0
"Resultados Canguru de Matemática","EAGryRmJzaY","Post para Instagram (4:5)","Maple Bear | Comunicação",2,5,0
"Atributos da Marca: Nova Campanha.pdf","EAGryR4-V4M",,"Maple Bear | Comunicação",2,3,0
"Pasta L - Capa Editável","EAGryQefLbw",,"Maple Bear | Comunicação",2,2,0
"New Arrivals na Maple Bear - Adaptação de Alunos Ingressantes A Partir do Year 2","EAGryQO5wec",,"Maple Bear | Comunicação",2,0,0
"Instagram - Post 03","EAGryQIPS6s","1080 x 1350 px","Maple Bear | Comunicação",2,12,1
"Banner Rotativo - Plataforma de Mkt","EAGyxhzbiNs","Apresentação","Maple Bear | Comunicação",1,1,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGyxhJcRVU","Apresentação","Maple Bear | Comunicação",1,0,0
"Feed - Carrossel 1","EAGysP62cXA",,"Maple Bear | Comunicação",1,1,0
"Feed - Estáticas","EAGysKuzwRM",,"Maple Bear | Comunicação",1,1,0
"Moldura Stories","EAGysJGhuW4","Story","Maple Bear | Comunicação",1,0,0
"Feed - Carrossel 2","EAGysIKlx34",,"Maple Bear | Comunicação",1,1,0
"Stories - Estáticas","EAGysGtA5z4","Story","Maple Bear | Comunicação",1,1,0
"Stories - Carrossel 1","EAGysGj4j9c","Story","Maple Bear | Comunicação",1,1,0
"Modelo excluído","EAGysDwn9D0",,,,,
"Stories - Carrossel 2","EAGysDZrD-0","Story","Maple Bear | Comunicação",1,1,0
"Feed - Carrossel 1","EAGysCc1LyQ","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Feed - Estáticas","EAGysBGkp6w","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Resultado ENEM 2024","EAGyk36Hfvc","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"10 - SLM+ Outubro - Condições","EAGyftrh8wI","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"RRM 2 → Escolha do Plano Financeiro.pdf","EAGxeWpq3eE","A4","Maple Bear | Comunicação",1,1,0
"RRM 1 → Atualização de dados.pdf","EAGxeWQznG4","A4","Maple Bear | Comunicação",1,1,0
"Rematrícula v2 - Régua de Rematrícula (2).jpg","EAGxeR3BWsg",,"Maple Bear | Comunicação",1,0,0
"Cópia de Post 2 - Bear Games","EAGxXmsFpEg","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"MB Project Webinar ES - Setembro, 2025_compressed.pdf","EAGx9KFPbLE",,"Maple Bear | Comunicação",1,0,1
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGwJgj0F5I","Apresentação","Maple Bear | Comunicação",1,0,0
"Capa 07.08","EAGuvT3okhg","Story","Maple Bear | Comunicação",1,1,0
"Minuta_MB_Termo de Consentimento LGPD MapleBear.pdf","EAGueDpn3jI","A4","Maple Bear | Comunicação",1,1,3
"Sugestões de Pauta","EAGuNJahJuU","Documento (A4)","Maple Bear | Comunicação",1,1,0
"Morning Bears - Ficha de Apresentador A5","EAGuMysntj0","A5 (paisagem)","Maple Bear | Comunicação",1,2,0
"Sugestões de Pauta","EAGuM6YYl6A","Documento (A4)","Maple Bear | Comunicação",1,1,0
"Story - How do we learn? Writing","EAGu2iK0bZg",,"Maple Bear | Comunicação",1,1,0
"REGIMENTO INTERNO Simulação Maple Bear Nacional","EAGu27vnQn8","Documento (A4)","Maple Bear | Comunicação",1,0,0
"Capa 30.07","EAGtcU4T93c","Story","Maple Bear | Comunicação",1,1,0
"Postagem 25.07","EAGtbtS22c0","Vídeo","Maple Bear | Comunicação",1,9,0
"Recesso escolar ","EAGtQvayIbs","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"Recesso Escolar","EAGtQvBGop0","Post para Instagram (4:5)","Maple Bear | Comunicação",1,2,0
"12. Dia Internacional da Juventude","EAGt0h5P5Og","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"Performance - Carrossel 1","EAGt0PPdaA8","Anúncio para feed","Maple Bear | Comunicação",1,1,0
"Stories - Carrossel 1","EAGt0NCRd6Q","Story","Maple Bear | Comunicação",1,3,0
"Feed - Carrossel 1","EAGt0GrH-mk","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"09. Dia Internacional dos Povos Indígenas","EAGt01FlE7E","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"Stories - Carrossel 2","EAGryfvRCHA","Story","Maple Bear | Comunicação",1,0,0
"Operações Maple Bear Central.pdf","EAGryfq2Z6g",,"Maple Bear | Comunicação",1,0,0
"Stories - Carrossel 2","EAGryfnaPQs","Story","Maple Bear | Comunicação",1,0,0
"TFR 2025 - Email Marketing","EAGryfmLSLU",,"Maple Bear | Comunicação",1,0,0
"Credenciais Maple Bear – Como Ampliar Reconhecimento no Norte e Nordeste","EAGryfhHre8",,"Maple Bear | Comunicação",1,1,0
"Feed - Carrossel 1","EAGryfd6nuU","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Carrossel - Feed","EAGryfXaLGs","Post para Instagram (4:5)","Maple Bear | Comunicação",1,2,0
"Stories -  Formatura SK","EAGryfQJ0FE","Story","Maple Bear | Comunicação",1,0,0
"Catalogo_High School_digital-pdf","EAGryfGcnv8","Chave de torneio","Maple Bear | Comunicação",1,1,0
"Performance - Julho","EAGryfFovMU","Post para Instagram","Maple Bear | Comunicação",1,2,0
"FGF - Voucher - 1080 x 1350","EAGryfD5eFg","1080 x 1350 px","Maple Bear | Comunicação",1,13,1
"Estrutura de um BP Sustentável","EAGryf6zXlU",,"Maple Bear | Comunicação",1,0,0
"Desenvolvimento da Proficiência em Língua Inglesa para a rede MB","EAGryexamzs",,"Maple Bear | Comunicação",1,1,0
"01 - Janeiro - FEED","EAGryewW-yo","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Pijama","EAGryeuYo_I","Post para Instagram","Maple Bear | Comunicação",1,1,0
"Stories - Estáticas","EAGryesSNeQ","Story","Maple Bear | Comunicação",1,0,0
"Como preparar a Comunidade Escolar para os Treinamentos Presenciais - In-School Training","EAGryej6u9Y",,"Maple Bear | Comunicação",1,1,0
"After School","EAGryee5f8Q","Documento (A4)","Maple Bear | Comunicação",1,0,0
"Educar para o Mundo, Cuidar de Cada Um.pdf","EAGryeT1JSI",,"Maple Bear | Comunicação",1,1,0
"Como criar conteúdos relevantes no TikTok","EAGryeRF6RI",,"Maple Bear | Comunicação",1,1,0
"A importância  de uma gestão financeira escolar.docx","EAGryeOthdg","Doc","Maple Bear | Comunicação",1,1,0
"A3_Cartaz_SLM_Condições","EAGryeMahKI",,"Maple Bear | Comunicação",1,1,2
"[Maple Bear Tatuapé] The Bear Cup.pptx","EAGryeD61YA","Apresentação","Maple Bear | Comunicação",1,3,0
"Moldura Post","EAGrye74944","Post para Instagram","Maple Bear | Comunicação",1,0,0
"Falando Sério Sobre Concorrência - Como Identificar, Analisar e Superar","EAGrye45e9g",,"Maple Bear | Comunicação",1,2,0
"ItinerariosFormativos_.pdf","EAGrydgDtbY","Livreto (pequeno)","Maple Bear | Comunicação",1,1,0
"Manual Limpeza Maple Bear.pdf","EAGrydeQaj4","Livreto (pequeno)","Maple Bear | Comunicação",1,0,0
"Easter","EAGrydOaTPg",,"Maple Bear | Comunicação",1,10,0
"Instagram - Post Carrossel 04","EAGryd8HTRE","1080 x 1350 px","Maple Bear | Comunicação",1,4,2
"Pasta L - Institucional","EAGrycxbvvg",,"Maple Bear | Comunicação",1,5,0
"Livreto A5","EAGrycoJP8A",,"Maple Bear | Comunicação",1,0,0
"Ações Adicionais Para Resultados Acima da Média","EAGrycmYw5s",,"Maple Bear | Comunicação",1,1,0
"Apresentação André Quintela - Encontro Maio.pdf","EAGrycjxBVg","Capa para perfil do Zoom","Maple Bear | Comunicação",1,0,1
"Ambientes Escolares Como Terceiro Educador","EAGrycWWNac",,"Maple Bear | Comunicação",1,1,0
"A3_Foto_de_Turma_2024","EAGrycWJ0gc","Cartaz A3 frente e verso (horizontal)","Maple Bear | Comunicação",1,4,0
"Ficha de Anamnese Escolar ","EAGrycU1vgM","Catálogo","Maple Bear | Comunicação",1,0,6
"Folha de Pagamento .pdf","EAGrycKio3Q","Catálogo","Maple Bear | Comunicação",1,2,0
"Apresentação André Quintela - Encontro Julho.pdf","EAGrycGQpOk","Capa para perfil do Zoom","Maple Bear | Comunicação",1,7,0
"11 - NOVEMBRO STORY","EAGrycG0708","Story","Maple Bear | Comunicação",1,0,0
"Stories - Carrossel 1","EAGrycELqyw","Story","Maple Bear | Comunicação",1,0,0
"Moldura Feed","EAGryc6VFa4","Post para Instagram","Maple Bear | Comunicação",1,2,0
"Impulsionando Segmentos - Estratégias e Conteúdos que Convertem.pdf","EAGryby2irA",,"Maple Bear | Comunicação",1,0,0
"23 - Dia Mundial do Livro","EAGrybxILa8","Post para Instagram (4:5)","Maple Bear | Comunicação",1,13,0
"TFR 2024 - Feed história de Terry Fox","EAGrybjO5rQ","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Cópia de Assinatura de Email","EAGrybYASVM",,"Maple Bear | Comunicação",1,1,0
"Régua de Aquecimento","EAGrybHCcho","Post para Instagram","Maple Bear | Comunicação",1,0,0
"Outdoor - 9 x 3 m - 10 anos","EAGryb6qACc",,"Maple Bear | Comunicação",1,0,0
"Ainda dá tempo","EAGryb07Qx0","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Elementos Summer Camp","EAGryaz0In8",,"Maple Bear | Comunicação",1,0,0
"Post Carrossel 05","EAGryavhiLY","Apresentação responsiva","Maple Bear | Comunicação",1,1,0
"[Maple Bear João Pessoa] Trocas e Trocos - Camila Santiago e Joyce Lourenço 2.pptx","EAGryav2_sE","Apresentação","Maple Bear | Comunicação",1,0,0
"Origami Chinook 1 - 1080x1350px","EAGryan1XaE","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Entendendo o HS Para Quem Ainda Não Chegou lá - Benefícios e Diferenciais da Proposta da Maple Bear","EAGryakBlFY",,"Maple Bear | Comunicação",1,1,0
"Como o SLM+ se Adere ao Programa MB - e Como Comunicar às Famílias","EAGryaiySF8",,"Maple Bear | Comunicação",1,1,0
"Presença que Educa - Por Que Experiências Reais Ainda São o Maior Diferencial das Escolas","EAGryahftSM",,"Maple Bear | Comunicação",1,1,0
"Moldura Stories","EAGryaX1dtE","Story","Maple Bear | Comunicação",1,0,0
"Feed - Carrossel 1","EAGryaKu_0w",,"Maple Bear | Comunicação",1,0,0
"Pasta L 2024 - Santo André","EAGryaF0G5g",,"Maple Bear | Comunicação",1,4,0
"Stories - Carrossel 1","EAGrya5f144","Story","Maple Bear | Comunicação",1,0,0
"Pesquisa de satisfação pós visita.docx","EAGrya0yVvQ","Doc","Maple Bear | Comunicação",1,1,0
"EMAIL MKT - SLM (Necessário colocar link no botão de ""Saiba Mais"")","EAGrya0Qf8U",,"Maple Bear | Comunicação",1,0,0
"Equitação","EAGrya048UY",,"Maple Bear | Comunicação",1,12,1
"Guia de comunicação de melhorias.pdf","EAGryZw9f1Y","Gráfico de mandala – 210 x 297 mm","Maple Bear | Comunicação",1,3,3
"07 - JULHO","EAGryZkdoi4",,"Maple Bear | Comunicação",1,13,0
"Circular MB Central (1).pdf","EAGryZPhMpY","Catálogo","Maple Bear | Comunicação",1,0,0
"Feed - Estáticas","EAGryZ9ITaY","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Manual do Aluno - A5","EAGryZ2urbI",,"Maple Bear | Comunicação",1,1,0
"[Maple Bear Floripa Ilha] Estratégias de sustentabilidade.pptx","EAGryZ1zqm4","Apresentação","Maple Bear | Comunicação",1,1,0
"TV Corporativa","EAGryYvV0bM","Apresentação","Maple Bear | Comunicação",1,11,0
"Do relacionamento ao resultado:  a força do consultor comercial e do CRM na expansão da sua escola","EAGryYoll4M",,"Maple Bear | Comunicação",1,1,0
"Consumidor no centro_Relatório Final.pdf","EAGryYksfFs","Miniatura do YouTube","Maple Bear | Comunicação",1,1,0
"Instagram - Stories 02","EAGryYjyZGM","Story","Maple Bear | Comunicação",1,0,0
"Folhas-Atividade ELE","EAGryYeJ7Ks","A5","Maple Bear | Comunicação",1,1,0
"Manual de Produção Newsletter","EAGryYcqrBo","Apresentação","Maple Bear | Comunicação",1,36,0
"Catalogo_High School_digital-pdf","EAGryYP9AoY","Chave de torneio","Maple Bear | Comunicação",1,0,0
"24 - São João","EAGryYMh4Hw","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"07. Julho - Stories","EAGryY75weU","Story","Maple Bear | Comunicação",1,0,0
"A Coleta e o Uso de Dados nas Tomadas de Decisão","EAGryXuhoN0",,"Maple Bear | Comunicação",1,1,0
"FGF - Feed - 1080 x 1350","EAGryXtTngM","1080 x 1350 px","Maple Bear | Comunicação",1,9,0
"4- ABRIL","EAGryXtSnVs","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Stories - 1080x1920","EAGryXtQxjM","Story","Maple Bear | Comunicação",1,5,2
"Instagram - Post Carrossel 02","EAGryXfTfX8","1080 x 1350 px","Maple Bear | Comunicação",1,5,0
"Mom","EAGryXeIhUU",,"Maple Bear | Comunicação",1,10,0
"Comunicado Oficial","EAGryXeD8-g","Post para Instagram (4:5)","Maple Bear | Comunicação",1,11,0
"Nosso Propósito.pdf","EAGryXZfTQs",,"Maple Bear | Comunicação",1,1,0
"[Maple Bear Taubate] Bazar de Saint Patrick.pptx","EAGryXRkrhQ","Apresentação","Maple Bear | Comunicação",1,1,0
"Contrato de aluguel.pdf","EAGryXOBRrY","Catálogo","Maple Bear | Comunicação",1,3,0
"Stories - Estáticas","EAGryXEruMM","Story","Maple Bear | Comunicação",1,2,0
"Convite Pais - 1080 x 1080px","EAGryXBgKDY",,"Maple Bear | Comunicação",1,4,0
"07 - JULHO","EAGryWpbovU","1080 x 1350 px","Maple Bear | Comunicação",1,8,2
"Feed - Carrossel 2","EAGryWetUEg",,"Maple Bear | Comunicação",1,0,0
"Lançamento #17 The Bear Magazine","EAGryWaytHA","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"Feed - Carrossel 2","EAGryWaAmQI","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Folders Campanha 2024 - Infantil","EAGryWYC3Q8",,"Maple Bear | Comunicação",1,6,1
"A4_Aniversariantes_do_Mês_Colaboradores","EAGryWXGONs","Documento (A4)","Maple Bear | Comunicação",1,13,1
"Folders Campanha 2024 - High School","EAGryWWyr9g",,"Maple Bear | Comunicação",1,2,0
"9- SETEMBRO","EAGryWW-goA","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Feed - Estáticas","EAGryW4_FJ8",,"Maple Bear | Comunicação",1,0,0
"6- JUNHO","EAGryW1229c","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"TFR 2024 - Camiseta 02 - Mangas","EAGryW0iR4U",,"Maple Bear | Comunicação",1,1,0
"Save the Date","EAGryW0AS0o",,"Maple Bear | Comunicação",1,1,0
"Stories - Carrossel 1","EAGryVto3Ms","Story","Maple Bear | Comunicação",1,2,0
"Maple Bear Porto Velho - Caminhos para o sucesso: Impulsionando as aprovações no Brasil e no Exterior ","EAGryVnwqS0",,"Maple Bear | Comunicação",1,0,4
"10 - OUTUBRO","EAGryVnlryI","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Credenciais MB na Aplicação Local - Sul","EAGryVdL6Q8",,"Maple Bear | Comunicação",1,1,0
"08 - Dia Internacional das Mulheres - FEED","EAGryVYpumk","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"O Poder de Conversão de uma Sala Modelo Eficiente","EAGryVTT29s",,"Maple Bear | Comunicação",1,1,0
"01 - Carnaval - FEED","EAGryVNBG4A","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Instagram - Welcome 2025","EAGryVLaLNg","1080 x 1350 px","Maple Bear | Comunicação",1,5,0
"5- MAIO","EAGryVCOlI0","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Feed - Carrossel 1","EAGryV7U7AQ","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"MODELO CARDÁPIO.pdf","EAGryUuj624","Catálogo","Maple Bear | Comunicação",1,0,0
"03 - MARÇO","EAGryUmLQYg","1080 x 1350 px","Maple Bear | Comunicação",1,16,1
"Performance - Agosto","EAGryU_73ts",,"Maple Bear | Comunicação",1,0,0
"Stories - Carrossel 2","EAGryTz5hqU","Story","Maple Bear | Comunicação",1,0,0
"FEED_A_importância_da_leitura","EAGryToXljY","1080 x 1350 px","Maple Bear | Comunicação",1,20,0
"Fator Global: Visão de Mundo para Uma Educação Sem Fronteiras.pdf","EAGryTZLPlI",,"Maple Bear | Comunicação",1,37,0
"[Maple Bear Uberaba] Bear Care Drops.pptx","EAGryTRVLHw","Apresentação","Maple Bear | Comunicação",1,1,0
"08 - AGOSTO","EAGryTMUAu8","1080 x 1350 px","Maple Bear | Comunicação",1,9,0
"Carnaval","EAGryT7uQmg",,"Maple Bear | Comunicação",1,32,1
"Divulgação de Vagas","EAGryT6ljHY","1080 x 1350 px","Maple Bear | Comunicação",1,10,0
"Orgulho da Nossa História e Compromisso com o Futuro.pdf","EAGryT3lRNI",,"Maple Bear | Comunicação",1,1,0
"CJ Students - Save The Date","EAGryStwW78","Post para Instagram","Maple Bear | Comunicação",1,4,0
"[Maple Bear São Luís] Metodologia de Acompanhamento.pptx","EAGrySWfELo","Apresentação","Maple Bear | Comunicação",1,1,0
"21 - Dia Internacional da Síndrome de Down","EAGrySQWaOM","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Stories - Estáticas","EAGrySOwjSE","Story","Maple Bear | Comunicação",1,4,0
"[Maple Bear Barra da Tijuca] Suporte inclusivo e otimização de processos.pptx","EAGrySOZC2I","Apresentação","Maple Bear | Comunicação",1,1,0
"Magazine Ad - 214mm x 285mm 2024","EAGrySM-2KA",,"Maple Bear | Comunicação",1,2,0
"Stories - Carrossel 1","EAGrySFPgNE","Story","Maple Bear | Comunicação",1,1,0
"TFR - Mídia Off - 576 x 1152 px","EAGrySBbHks",,"Maple Bear | Comunicação",1,0,0
"10 - Condição Especial - Outubro","EAGryS5WzkE","Post para Instagram","Maple Bear | Comunicação",1,2,0
"Cópia de Papel Timbrado - A4","EAGryS2VBPQ","Documento (A4)","Maple Bear | Comunicação",1,5,0
"Como Usar a Campanha MB e Trazer Resultados Reais","EAGryRyrjsE",,"Maple Bear | Comunicação",1,1,0
"04 - ABRIL","EAGryRoe_aI",,"Maple Bear | Comunicação",1,1,0
"TFR 2024 - Stories Instagram","EAGryRn3e3Y","Story","Maple Bear | Comunicação",1,0,0
"Inclua os dados aqui!","EAGryRXnYgU","Apresentação","Maple Bear | Comunicação",1,0,0
"organograma.pptx","EAGryRNye4A","Apresentação","Maple Bear | Comunicação",1,0,0
"Summer Camp 25 - Cartaz A4","EAGryRLUvGE","Panfleto (A4)","Maple Bear | Comunicação",1,2,0
"22 - Dia da Água ","EAGryRHGPX8","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Love Brand se Constrói. E se Mantém.pdf","EAGryR6AsP8",,"Maple Bear | Comunicação",1,1,0
"[Maple Bear Mogiana] Crescimento e fidelização.pdf","EAGryQxtEug",,"Maple Bear | Comunicação",1,1,0
"10 - OUTUBRO","EAGryQXcWyM",,"Maple Bear | Comunicação",1,0,0
"1- JANEIRO","EAGryQUO2Oo","Post para Instagram","Maple Bear | Comunicação",1,1,0
"02 - FEVEREIRO","EAGryQRZqKQ","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Régua de Follow Up","EAGryQCF4CY","Post para Instagram","Maple Bear | Comunicação",1,0,0
"20 - Dia da Felicidade ","EAGryQ-LETI","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Guidebook Monty.pdf","EAGyxoTynHU","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Moldura Feed","EAGysOjkdp4","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAGysOeIQ7c",,,,,
"Modelo excluído","EAGysOBA0s4",,,,,
"Régua de Follow Up","EAGysMCJuUc","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAGysIRvXTE",,,,,
"Régua de Aquecimento","EAGysCN9YJI","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Pivot English & English Score - MapleBear_compressed.pdf","EAGyIcox5Ao","A4","Maple Bear | Comunicação",0,0,0
"RRM 3 → Compra do SLM.pdf","EAGxeR8jxAA","A4","Maple Bear | Comunicação",0,0,0
"Cópia de 08. Agosto - Stories","EAGxMOCKCn8","Story","Maple Bear | Comunicação",0,0,0
"Cópia de 08. Agosto - Feed","EAGxMABtW4U","Post para Instagram","Maple Bear | Comunicação",0,0,0
"[MB Project] Guia passo-a-passo EnglishScore - Português 1_compressed.pdf","EAGx9C0X5QQ","Banner para Discord","Maple Bear | Comunicação",0,0,0
"Cópia de Bear Games - Email Marketing","EAGx2qhR1dE",,"Maple Bear | Comunicação",0,0,0
"Cópia de Régua de Follow Up","EAGwKTdqvtg",,"Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento","EAGvIvcZYtw","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGvIv36494","Story","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGvIuNje8w","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGvIuFDD6Y","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento","EAGvItjz-6c","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 1","EAGvItgdJJA","Story","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGvItZfWdc","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGvIsFes2k","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 1","EAGvIrccmDk","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Feed","EAGvIrPgpPw","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 2","EAGvIqOWYUo","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGvIq58cU4","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGvIq-O9tk","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Feed","EAGvIpvZ8WI","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGvIouUiZQ","Story","Maple Bear | Comunicação",0,0,0
"Performance - Estáticas","EAGvIogpGlk","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGvInl4HfQ","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGvIn3tCYk","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 1","EAGvIn-cjxE","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGvImIz2Qo","Story","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 1","EAGvIlnd6eg","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGvIl_0LXE","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 2","EAGvIlWJJe0","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGvIi5PJxM","Story","Maple Bear | Comunicação",0,0,0
"Performance - Estáticas","EAGvIhOVTuw","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGvIgXkJts","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Cópia de FGF - Voucher - 1080 x 1350","EAGuw839uLs","1080 x 1350 px","Maple Bear | Comunicação",0,1,0
"High School Summit ","EAGujnQYyz0","Anúncio para YouTube (quadrado)","Maple Bear | Comunicação",0,0,0
"Minuta_MB_Cesão de uso de imagem_12062025 (1).pdf","EAGuelxRyIc","A4","Maple Bear | Comunicação",0,0,0
"Cópia de 07. Julho - Feed","EAGuefvaAwE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Cópia de 07. Julho - Stories","EAGueVq1vmk","Story","Maple Bear | Comunicação",0,0,0
"Cópia de Sugestões de Pauta","EAGuNOulr0c","Documento (A4)","Maple Bear | Comunicação",0,0,0
"What's Up Maple - Ficha de Apresentador A5","EAGuNIIy5xE","A5 (paisagem)","Maple Bear | Comunicação",0,0,0
"CMI_Dados de Mídia TGI (3).pdf","EAGuGpaKA0I","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"IF_Central_Relações Internacionais- Model UN_escolas.pdf","EAGu3I151Rk","A4","Maple Bear | Comunicação",0,0,0
"Cópia de Cópia de Papel Timbrado - A4","EAGu2h37Bhw","Documento (A4)","Maple Bear | Comunicação",0,0,0
"NPS Familias 2025.1: Relatório Owners","EAGtdBhQ0g8","Apresentação","Maple Bear | Comunicação",0,0,0
"Postagem 30.07","EAGtcds1JXw","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"Postagem 28.07","EAGtcTruCDA","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Planejamento Julho","EAGtcRPjy-4","Planilha","Maple Bear | Comunicação",0,0,0
"Capa 25.07","EAGtbxNZ2XI","Story","Maple Bear | Comunicação",0,0,0
"Postagem 21.07","EAGtboqA3Gw","Post para Instagram (4:5)","Maple Bear | Comunicação",0,2,0
"Portifólio de Registro - ECE - Senior Kindergarten","EAGt_XcJI7E","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Portifólio ECE - Junior Kindergarten","EAGt_UHOHx8","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Portifólio de Registro - ECE - Senior Kindergarten","EAGt_Q_KvrI","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
