"Modelo","ID do modelo","Tipo de documento","Titular","Usadas","Publicado","Compartilhados"
"Moldura Stories","EAGvIouUiZQ","Story","Maple Bear | Comunicação",0,0,0
"Performance - Estáticas","EAGvIogpGlk","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGvInl4HfQ","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGvIn3tCYk","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 1","EAGvIn-cjxE","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGvImIz2Qo","Story","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 1","EAGvIlnd6eg","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGvIl_0LXE","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 2","EAGvIlWJJe0","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGvIi5PJxM","Story","Maple Bear | Comunicação",0,0,0
"Performance - Estáticas","EAGvIhOVTuw","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGvIgXkJts","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Cópia de FGF - Voucher - 1080 x 1350","EAGuw839uLs","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Capa 21.08","EAGuvoNFhaY","Story","Maple Bear | Comunicação",0,1,0
"Vídeo 26.08","EAGuvcV2nxU","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"Vídeo 21.08","EAGuvWEuC1U","Vídeo","Maple Bear | Comunicação",0,0,0
"Capa 26.08","EAGuvU_4gO8","Story","Maple Bear | Comunicação",0,0,0
"Vídeo 22.08","EAGuvSIgEFs","Vídeo","Maple Bear | Comunicação",0,0,0
"Capa 22.08","EAGuvQkdMJQ","Story","Maple Bear | Comunicação",0,1,0
"High School Summit ","EAGujnQYyz0","Anúncio para YouTube (quadrado)","Maple Bear | Comunicação",0,0,0
"08. Agosto - Stories","EAGuemml9pM","Story","Maple Bear | Comunicação",0,0,0
"Minuta_MB_Cesão de uso de imagem_12062025 (1).pdf","EAGuelxRyIc","A4","Maple Bear | Comunicação",0,0,0
"Cópia de 07. Julho - Feed","EAGuefvaAwE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Minuta_Maple Bear_10062025 1.pdf","EAGueeFoI44","A4","Maple Bear | Comunicação",0,0,0
"Cópia de 07. Julho - Stories","EAGueVq1vmk","Story","Maple Bear | Comunicação",0,0,0
"Minuta_MB_Termo de Adesão às Atividades Extras e Serviços Opcionais_14072025.pdf","EAGueU3XAJc","A4","Maple Bear | Comunicação",0,0,0
"Minuta_MB_Termo de Consentimento LGPD MapleBear.pdf","EAGueDpn3jI","A4","Maple Bear | Comunicação",0,0,0
"Cópia de Sugestões de Pauta","EAGuNOulr0c","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Sugestões de Pauta","EAGuNJahJuU","Documento (A4)","Maple Bear | Comunicação",0,0,0
"What's Up Maple - Ficha de Apresentador A5","EAGuNIIy5xE","A5 (paisagem)","Maple Bear | Comunicação",0,0,0
"Morning Bears - Ficha de Apresentador A5","EAGuMysntj0","A5 (paisagem)","Maple Bear | Comunicação",0,0,0
"CMI_Dados de Mídia TGI (3).pdf","EAGuGpaKA0I","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAGuBEYVYNU",,,,,
"IF_Central_Relações Internacionais- Model UN_escolas.pdf","EAGu3I151Rk","A4","Maple Bear | Comunicação",0,0,0
"Cópia de Cópia de Papel Timbrado - A4","EAGu2h37Bhw","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Planejamento Julho","EAGtcY4jk8g","Planilha","Maple Bear | Comunicação",0,0,0
"Capa 30.07","EAGtcU4T93c","Story","Maple Bear | Comunicação",0,0,0
"Planejamento Julho","EAGtcRPjy-4","Planilha","Maple Bear | Comunicação",0,0,0
"Capa 25.07","EAGtbxNZ2XI","Story","Maple Bear | Comunicação",0,0,0
"Postagem 25.07","EAGtbtS22c0","Vídeo","Maple Bear | Comunicação",0,0,0
"Portifólio de Registro - ECE - Senior Kindergarten","EAGt_Q_KvrI","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Benefícios De Ter Seu Próprio Google Workspace for Education","EAGtXfXyhFM",,"Maple Bear | Comunicação",0,0,0
"Cópia de Análise de Precificação 2025","EAGtJRheTb4","Capa do app do Hotmart Club","Maple Bear | Comunicação",0,0,0
"Story - HS","EAGt6OaGsWU",,"Maple Bear | Comunicação",0,0,0
"22. Dia do Folclore Brasileiro","EAGt6HOqrQ8","Post para Instagram (4:5)","Maple Bear | Comunicação",0,1,0
"Feed - HS","EAGt6DkP7Sw","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento","EAGt0yJHPSA","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"12. Dia Internacional da Juventude","EAGt0h5P5Og","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"25. Dia Internacional da Educação Infantil","EAGt0eHPLqk","Post para Instagram (4:5)","Maple Bear | Comunicação",0,1,1
"Performance - Carrossel 1","EAGt0PPdaA8","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGt0Nn_rRI","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGt0NYp_CA","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 1","EAGt0NCRd6Q","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGt0L1vpME","Story","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGt0GrH-mk","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Feed","EAGt0FaGmBU","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Performance - Estáticas","EAGt0Eb3gmQ","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGt0ERxBeY","Story","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 2","EAGt0E9ZAK4","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGt0DpZCgw","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Circular de Rematrícula NOVO","EAGsmW5_A64","Documento (A4)","Maple Bear | Comunicação",0,0,0
"30 - Dia Internacional da Amizade","EAGsgyyripk","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"26 - Dia dos Avós","EAGsg818DDU","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Story - ELE","EAGs4WL-fzk",,"Maple Bear | Comunicação",0,0,0
"Papel Timbrado A4","EAGryfyumQ4","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Save The Date","EAGryfvr3wM","Apresentação","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGryfvRCHA","Story","Maple Bear | Comunicação",0,0,0
"21 - Dia da Diversidade Cultural","EAGryfvFCPI","Post para Instagram (4:5)","Maple Bear | Comunicação",0,11,0
"Integral.pdf","EAGryfv5ZlU","Catálogo","Maple Bear | Comunicação",0,0,0
"FEED_MB_Dicas_de_Filmes","EAGryfrbrwQ","1080 x 1350 px","Maple Bear | Comunicação",0,11,0
"Operações Maple Bear Central.pdf","EAGryfq2Z6g",,"Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1080px","EAGryfpF1c4",,"Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGryfnaPQs","Story","Maple Bear | Comunicação",0,0,0
" Science - Lifecycle Of Turtle - A4","EAGryflpk2Y",,"Maple Bear | Comunicação",0,0,0
"5- MAIO","EAGryfjEudY","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Apresentação André Quintela - Encontro Fevereiro 2024.pdf","EAGryfhs8L8","Capa para perfil do Zoom","Maple Bear | Comunicação",0,0,0
"Performance - Agosto","EAGryfhgP4s","Story","Maple Bear | Comunicação",0,0,0
"Credenciais Maple Bear – Como Ampliar Reconhecimento no Norte e Nordeste","EAGryfhHre8",,"Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGryfd6nuU","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"WEBINAR CANCELADO ","EAGryfb_QPQ","Post para Instagram","Maple Bear | Comunicação",0,0,0
"SLM+ 5X - Contagem Regressiva - 1080 x 1080px","EAGryfXvVio","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Comunicação Dezembro","EAGryfWseI0","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Post","EAGryfUiGjE",,"Maple Bear | Comunicação",0,0,0
"Guia Limpeza MB.pdf","EAGryfU8eqk","Livreto (pequeno)","Maple Bear | Comunicação",0,0,0
"Instagram - Post 02","EAGryfT5-fw","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGryfS_bMM","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAGryfPee-A",,,,,
"TFR 2024 - Camiseta 02 - Frente","EAGryfO71bo","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",0,0,0
"Visão de Mercado & Evolução.pdf","EAGryfNQBbc",,"Maple Bear | Comunicação",0,0,0
"Instagram - Welcome 2025","EAGryfMqWGc","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"TFR 2024 - Feed Instagram Carrossel","EAGryfMcZIc",,"Maple Bear | Comunicação",0,0,0
"Banner Maior - 120 x 180cm","EAGryfKs2GU",,"Maple Bear | Comunicação",0,0,0
"06 - Dia Mundial Da Atividade Física","EAGryfK9Pi0","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"05 - MAIO","EAGryfJNEy4",,"Maple Bear | Comunicação",0,0,0
"FEED 1080_Carrossel_03_Montreal","EAGryfIWYXk",,"Maple Bear | Comunicação",0,0,0
"Performance - Julho","EAGryfFovMU","Post para Instagram","Maple Bear | Comunicação",0,11,0
"Instagram - Post 03","EAGryfEUW0s","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Stories - 1080 x 1920","EAGryfELFV4","Story","Maple Bear | Comunicação",0,0,0
"2- FEVEREIRO","EAGryfCRODI","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Bate-Papo MB - Stories Carrossel - 1080 x1920","EAGryf9Wau0","Story","Maple Bear | Comunicação",0,0,0
"Apresentação André Quintela - Encontro Abril 2024.pptx","EAGryf9ODjE","Apresentação","Maple Bear | Comunicação",0,0,0
"Performance - Julho","EAGryf9-8sE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Estrutura de um BP Sustentável","EAGryf6zXlU",,"Maple Bear | Comunicação",0,0,0
"Posts - 1080x1920","EAGryey5Y5g",,"Maple Bear | Comunicação",0,0,0
"Desenvolvimento da Proficiência em Língua Inglesa para a rede MB","EAGryexamzs",,"Maple Bear | Comunicação",0,0,0
"Instagram Stories - 1080 x 1920px","EAGryexSnL0",,"Maple Bear | Comunicação",0,0,0
"01 - Janeiro - FEED","EAGryewW-yo","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Posts - 1080 x 1080","EAGryeuuAVM","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGryesSNeQ","Story","Maple Bear | Comunicação",0,0,0
"Como preparar a Comunidade Escolar para os Treinamentos Presenciais - In-School Training","EAGryej6u9Y",,"Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 02","EAGryeiyEjQ",,"Maple Bear | Comunicação",0,0,0
"3- MARÇO","EAGryefypQA","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"After School","EAGryee5f8Q","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Maple Bear Cantareira - Family Weekend.pdf","EAGryedZL-o",,"Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 02 - 1080x1350","EAGryeaL0Ew","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGrye_jepQ","Apresentação","Maple Bear | Comunicação",0,0,0
"Outdoor - 9 x 3 m","EAGryeW_f04",,"Maple Bear | Comunicação",0,0,0
"Educar para o Mundo, Cuidar de Cada Um.pdf","EAGryeT1JSI",,"Maple Bear | Comunicação",0,0,0
"Instagram Stories - 1080 x 1920 px","EAGryeRk8wk","Story","Maple Bear | Comunicação",0,0,0
"Como criar conteúdos relevantes no TikTok","EAGryeRF6RI",,"Maple Bear | Comunicação",0,0,0
"TFR 2024 - Camiseta 01 - Mangas","EAGryeQd01M",,"Maple Bear | Comunicação",0,0,0
"Cópia de PAPEL TIMBRADO","EAGryeP6u7s","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Instagram - Stories Carrossel 02","EAGryeP5Ens","Story","Maple Bear | Comunicação",0,0,0
"A importância  de uma gestão financeira escolar.docx","EAGryeOthdg","Doc","Maple Bear | Comunicação",0,0,0
"","EAGryeNU70U",,"Maple Bear | Comunicação",0,0,0
"Orientações - Ativo imobilizado.pdf","EAGryeNC2iU","Catálogo","Maple Bear | Comunicação",0,0,0
"A3_Cartaz_SLM_Condições","EAGryeMahKI",,"Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 1","EAGryeJsVt8","Story","Maple Bear | Comunicação",0,0,0
"PEX 2024","EAGryeJWml8",,"Maple Bear | Comunicação",0,27,0
"Banner Maior - 120 x 180cm","EAGryeHOD9s",,"Maple Bear | Comunicação",0,0,0
"Instagram Stories - 1080 x 1920 px","EAGryeF1k6c","Story","Maple Bear | Comunicação",0,0,0
"7- JULHO","EAGryeDTu8A","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Capa Reel Lançamento","EAGryeDHLrw","Story","Maple Bear | Comunicação",0,0,0
"[Maple Bear Tatuapé] The Bear Cup.pptx","EAGryeD61YA","Apresentação","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1920 px","EAGryeCwR5Y","Story","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGryeB5JgU","Story","Maple Bear | Comunicação",0,0,0
"Moldura Post","EAGrye74944","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Dica de Leitura - 1080x1350px","EAGrye5AITI","1080 x 1350 px","Maple Bear | Comunicação",0,11,0
"Falando Sério Sobre Concorrência - Como Identificar, Analisar e Superar","EAGrye45e9g",,"Maple Bear | Comunicação",0,0,0
"FEED_Carrossel_05_Los_Angeles","EAGrye0OeYM","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Posts - 1080 x 1350","EAGrye-Xqoo",,"Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1080","EAGrydz6m_A","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Entrada e saída de alunos.docx.pdf","EAGrydxhBi8","Catálogo","Maple Bear | Comunicação",0,5,0
"Régua de Follow Up - 1080 x 1080px","EAGrydvPGOA",,"Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1080","EAGrydsMcnU","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Feed Instagram - 1080 x 1350","EAGrydsFm9s",,"Maple Bear | Comunicação",0,0,0
"TFR 2024 - Camiseta 02 - Costas","EAGrydrN6mM","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",0,0,0
"Envelope A4","EAGrydoKgX0",,"Maple Bear | Comunicação",0,0,0
"2- FEVEREIRO","EAGrydnH1WM","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Cópia de Apresentação André Quintela - Encontro Março 2024 (2).pptx","EAGrydmy9aw","Apresentação","Maple Bear | Comunicação",0,0,0
"STORY_Carrossel_06_Londres","EAGrydmBh4c","Story","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGrydideLE","Story","Maple Bear | Comunicação",0,0,0
"Festa Junina","EAGrydiYjGU",,"Maple Bear | Comunicação",0,21,0
"Posts - 1080x1080","EAGrydiP9MI",,"Maple Bear | Comunicação",0,0,0
"ItinerariosFormativos_.pdf","EAGrydgDtbY","Livreto (pequeno)","Maple Bear | Comunicação",0,0,0
"PAPEL TIMBRADO","EAGrydf2KOE","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Educação Inclusiva- Uma Introdução às Diretrizes e Práticas da Rede Maple Bear","EAGryddF8Lo",,"Maple Bear | Comunicação",0,0,0
"Depoimento Summer Camp 2025 - Bruna","EAGrydZUeu8","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento","EAGrydSh33U","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGrydQkkPY","Story","Maple Bear | Comunicação",0,0,0
"9- SETEMBRO","EAGrydQdFxY","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"4- ABRIL","EAGrydP88Ok","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Summer Camp 25 - Feed e Whatsapp","EAGrydNW-rk","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"O que é a Terry Fox Run?","EAGrydMPkSY",,"Maple Bear | Comunicação",0,0,0
"Posts - 1080 x 1080","EAGrydKk8jc","Post para Instagram","Maple Bear | Comunicação",0,0,0
"CJ Students - Story","EAGrydITGco","Story","Maple Bear | Comunicação",0,0,0
"Base de Conhecimento - Tudo o que Você Precisa em um Único Local","EAGrydHUljU","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"09 - SETEMBRO STORY","EAGrydF6gwY","Story","Maple Bear | Comunicação",0,0,0
"Mapa A3 - Frente e Verso","EAGrydBs8jU",,"Maple Bear | Comunicação",0,0,0
"Saídas Pedagógicas (1).pdf","EAGrydAbOOs","Catálogo","Maple Bear | Comunicação",0,0,0
"Maple Bear João Pessoa - Spreading Kindness ","EAGryd9qN3g",,"Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGryd8nx_4",,"Maple Bear | Comunicação",0,0,0
"Instagram - Post Carrossel 04","EAGryd8HTRE","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Reels - Concurso Maple Bear nos cinemas ","EAGryd88PYw","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"Banner Menor - 80 x 120cm","EAGryd44tcM",,"Maple Bear | Comunicação",0,1,0
"02 - Condição Especial - Fevereiro","EAGryd03qUs","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Post Instagram - 1080x1080px","EAGrycyxrjY","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Ficha de Organograma.docx","EAGrycwkr-w","Doc","Maple Bear | Comunicação",0,0,0
"14 - Dia Internacional da Amizade - REELS","EAGrycvr4aI","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"Integral (1).pdf","EAGrycvSDGE","Catálogo","Maple Bear | Comunicação",0,0,0
"Posts Fotos - 1080 x 1350","EAGrycv5BNs","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Halloween Solidário - Feed - Carrossel","EAGrycrCblE",,"Maple Bear | Comunicação",0,0,0
"Moldura Stories - 1080 x 1920 px","EAGrycqhhxM",,"Maple Bear | Comunicação",0,0,0
"Livreto A5","EAGrycoJP8A",,"Maple Bear | Comunicação",0,0,0
"Maple Bear Highlights - Reels/Story","EAGrycmnF3Y","Story","Maple Bear | Comunicação",0,0,0
"Ações Adicionais Para Resultados Acima da Média","EAGrycmYw5s",,"Maple Bear | Comunicação",0,0,0
"Apresentação André Quintela - Encontro Maio.pdf","EAGrycjxBVg","Capa para perfil do Zoom","Maple Bear | Comunicação",0,0,0
"Cópia de LIW 2025 - Modelo PPT","EAGrycfbWhI","Apresentação","Maple Bear | Comunicação",0,0,0
"Summer Camp 25 - Stories","EAGrycfRihs","Story","Maple Bear | Comunicação",0,0,0
"Maple Bear Maceió: Comitê de Pais e Mães ","EAGryccQG1c",,"Maple Bear | Comunicação",0,0,0
"Step Up - Save The Date","EAGrycauV7c","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Carrossel_01 - STORY","EAGrycYx2Hw","Story","Maple Bear | Comunicação",0,0,0
"POLÍTICA DE COMPRA, CANCELAMENTO, REEMBOLSO E PRIVACIDADE - COOKIES.pdf","EAGrycYr1Z4","Gráfico de mandala – 210 x 297 mm","Maple Bear | Comunicação",0,0,0
"22 - Dia do Descobrimento do Brasil","EAGrycYICCI","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGrycXyY9E",,"Maple Bear | Comunicação",0,21,0
"Ambientes Escolares Como Terceiro Educador","EAGrycWWNac",,"Maple Bear | Comunicação",0,0,0
"Ficha Cadastral.pdf","EAGrycVcANY","Folha com moldura (A4)","Maple Bear | Comunicação",0,0,0
"Ficha de Anamnese Escolar ","EAGrycU1vgM","Catálogo","Maple Bear | Comunicação",0,0,0
"Referenciais-Curriculares-para-elaboracao-dos-Itinerarios-Formativos_Canva.pdf","EAGrycR_bEo","Chave de torneio","Maple Bear | Comunicação",0,0,0
"[Maple Bear Porto Velho] FLIP.pdf","EAGrycQlh0k",,"Maple Bear | Comunicação",0,0,0
"10x8cm_MB_Cartão_Páscoa","EAGrycQNJEI",,"Maple Bear | Comunicação",0,0,0
"Depoimento - Julia ","EAGrycPh1Vw","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAGrycNu1iY",,,,,
"Instagram - Stories Carrossel 04","EAGrycNOnMc","Story","Maple Bear | Comunicação",0,0,0
"CJ ","EAGrycKqksA",,"Maple Bear | Comunicação",0,0,0
"Folha de Pagamento .pdf","EAGrycKio3Q","Catálogo","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 05","EAGrycJ1VCA","Story","Maple Bear | Comunicação",0,0,0
"Fundos para Reunião","EAGrycHfBiQ",,"Maple Bear | Comunicação",0,0,0
"Instagram - Stories Carrossel 01","EAGrycHbLnM","Story","Maple Bear | Comunicação",0,0,0
"Halloween Solidário - Cartela Estações - A5","EAGrycHOTUA",,"Maple Bear | Comunicação",0,0,0
"Apresentação André Quintela - Encontro Julho.pdf","EAGrycGQpOk","Capa para perfil do Zoom","Maple Bear | Comunicação",0,11,0
"11 - NOVEMBRO STORY","EAGrycG0708","Story","Maple Bear | Comunicação",0,0,0
"Cópia de Manual de Produção Newsletter","EAGrycEG95A","Apresentação","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGrycDiMl0",,"Maple Bear | Comunicação",0,0,0
"Maple Bear Alphaville - Play Based Learning ","EAGryc9lPBE",,"Maple Bear | Comunicação",0,0,0
"Páscoa","EAGryc9FzMY","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"MB_Pablo_Objetivos Estratégicos.pdf","EAGryc7uo3w",,"Maple Bear | Comunicação",0,0,0
"Instagram - Stories 05","EAGryc6l-nw","Story","Maple Bear | Comunicação",0,0,0
"Moldura Feed","EAGryc6VFa4","Post para Instagram","Maple Bear | Comunicação",0,9,0
"Régua de Follow Up - 1080 x 1350","EAGryc5Gh1M","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Math - Patterns And Graph - A4","EAGryc4IbVY",,"Maple Bear | Comunicação",0,0,0
"Informações para análise Financeira.pdf","EAGryc1Kyoo","Catálogo","Maple Bear | Comunicação",0,0,0
"Caminhada das Famílias Maple Bear","EAGryc1HsGg","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"03- MARÇO","EAGryc0sYF0","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAGryc-0sac",,,,,
"Comunicação Período de Recesso - 2025","EAGryby3B64","1080 x 1350 px","Maple Bear | Comunicação",0,1,0
"Impulsionando Segmentos - Estratégias e Conteúdos que Convertem.pdf","EAGryby2irA",,"Maple Bear | Comunicação",0,0,0
"Encontro de Líderes - Outubro","EAGrybxkYr0","Apresentação","Maple Bear | Comunicação",0,0,0
"8- AGOSTO","EAGrybxg7zg","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"23 - Dia Mundial do Livro","EAGrybxILa8","Post para Instagram (4:5)","Maple Bear | Comunicação",0,11,0
"Livreto Brinde - 10 x 10cm","EAGrybsNyig",,"Maple Bear | Comunicação",0,0,0
"Banner Maior - 120 x 180cm","EAGrybrnzN4",,"Maple Bear | Comunicação",0,0,0
"Modelo PPT - Simpósio 2025","EAGrybrDHwo","Apresentação","Maple Bear | Comunicação",0,0,0
"02. Fevereiro - Stories","EAGrybp3Z0s","Story","Maple Bear | Comunicação",0,0,0
"Instagram Post - 1080 x 1350px","EAGryboaBlI",,"Maple Bear | Comunicação",0,0,0
"STORY_MB_Cantata_de_Natal","EAGryboM9AI","Story","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGrybo2aLQ",,"Maple Bear | Comunicação",0,0,0
"Matrícula e Rematrícula - Feed","EAGrybmkoNk",,"Maple Bear | Comunicação",0,0,0
"Science - Sea Animals And The Ocean - A3","EAGrybmVpRI","Cartaz (A3 retrato)","Maple Bear | Comunicação",0,0,0
"Informações para análise Financeira (1) (2).pdf","EAGrybmIW-8","Catálogo","Maple Bear | Comunicação",0,0,0
"Banner Menor - 80 x 120cm","EAGryblNi64",,"Maple Bear | Comunicação",0,0,0
"Guia_FTP_2021_VF4_MEC_Canva.pdf","EAGrybkrcfg","Chave de torneio","Maple Bear | Comunicação",0,0,0
"TFR 2024 - Feed história de Terry Fox","EAGrybjO5rQ","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"BYLAWS PAC 2025.pdf","EAGrybddjxY","A4","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGrybdNbCg","Story","Maple Bear | Comunicação",0,0,0
"5KM","EAGrybbt7T4","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Instagram - Post Carrossel 01","EAGrybb39gk","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGryb_KCfw","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Cópia de Assinatura de Email","EAGrybYASVM",,"Maple Bear | Comunicação",0,0,0
"14 - Dia Internacional da Amizade - STORY","EAGrybVTNyA","Story","Maple Bear | Comunicação",0,0,0
"POLÍTICA DE TRANSFERÊNCIA ENTRE ESCOLAS MAPLE BEAR - primeira versão.docx","EAGrybUoSTc","Doc","Maple Bear | Comunicação",0,0,0
"FEED_MB_Dia_das_Crianças_Doações","EAGrybUgsHU","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"FEED_Carrossel_02_Toronto​","EAGrybRlmss","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Molduras - Story","EAGrybRaBlA","Story","Maple Bear | Comunicação",0,0,0
"Crachá - 105 x 148mm","EAGrybPSawQ",,"Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1350px","EAGrybOhE8k",,"Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAGrybOKXSo",,,,,
"18x7cm - Vale Cinema","EAGrybLh-zw",,"Maple Bear | Comunicação",0,0,0
"Halloween MB - KV","EAGrybKKyvA","Apresentação","Maple Bear | Comunicação",0,0,0
"Instagram - Post 05","EAGrybIiotI","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento","EAGrybHCcho","Post para Instagram","Maple Bear | Comunicação",0,1,0
"Card - Chinook nos cinemas","EAGrybEQ-MU","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Arte Caneca - 20 x 9,5 cm","EAGrybD5cpA",,"Maple Bear | Comunicação",0,6,0
"Moldura Post","EAGrybCcHTY","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Folders Campanha 2024 - High School","EAGrybAhNnA",,"Maple Bear | Comunicação",0,0,0
"Carrossel_02 - FEED","EAGryb9PICA",,"Maple Bear | Comunicação",0,0,0
